payout_id,gateway_name,gateway_reference,gross_amount_minor,processing_fee_minor,refund_amount_minor,chargeback_amount_minor,net_settlement_amount_minor,currency,settlement_timestamp,batch_token
PO_B02_000001,Cashfree Escrow,AMZN-INV-957427 PO_B02_000001,399242,6488,0,0,392754,INR,2026-08-04T03:35:00Z,BATCH-AMZN-0001
PO_B02_000002,Razorpay Nodal,SWIG-INV-163816 PO_B02_000002,197860,3697,0,0,194163,INR,2026-08-04T04:56:00Z,BATCH-SWIG-0002
PO_B02_000003,Stripe India,MMTR-INV-567038 PO_B02_000003,239737,3693,0,0,236044,INR,2026-08-04T10:19:00Z,BATCH-MMTR-0003
PO_B02_000004,Razorpay Nodal,MYNT-INV-968291 PO_B02_000004,436880,10056,0,0,426824,INR,2026-08-03T22:35:00Z,BATCH-MYNT-0004
PO_B02_000005,Razorpay Nodal,BKMS-INV-981582 PO_B02_000005,308918,5251,0,0,303667,INR,2026-08-03T16:14:00Z,BATCH-BKMS-0005
PO_B02_000006,BillDesk Settlement,PHNP-INV-288034 PO_B02_000006,140057,3496,0,0,136561,INR,2026-08-04T08:51:00Z,BATCH-PHNP-0006
PO_B02_000007,Cashfree Escrow,MMTR-INV-165178 PO_B02_000007,352594,6848,0,0,345746,INR,2026-08-03T19:16:00Z,BATCH-MMTR-0007
PO_B02_000008,Razorpay Nodal,BLNK-INV-761169 PO_B02_000008,319310,7080,0,0,312230,INR,2026-08-04T14:42:00Z,BATCH-BLNK-0008
PO_B02_000009,PayU Enterprise,TATA-ORD-999874 TATA-ORD-858010 BATCH-TATA-0009,267603,5352,0,0,262251,INR,2026-08-04T20:42:00Z,BATCH-TATA-0009
PO_B02_000010,Stripe India,PAYT-ORD-129275 PAYT-ORD-123903 BATCH-PAYT-0010,302315,6046,0,0,296269,INR,2026-08-04T16:46:00Z,BATCH-PAYT-0010
PO_B02_000011,BillDesk Settlement,TATA-INV-191933 PO_B02_000011,328174,5723,0,0,322451,INR,2026-08-04T19:54:00Z,BATCH-TATA-0011
PO_B02_000012,Cashfree Escrow,SWIG-INV-823088 PO_B02_000012,368381,5567,0,0,362814,INR,2026-08-03T22:13:00Z,BATCH-SWIG-0012
PO_B02_000013,Cashfree Escrow,NYKA-INV-361554 PO_B02_000013,135649,3194,0,0,132455,INR,2026-08-04T21:11:00Z,BATCH-NYKA-0013
PO_B02_000014,Razorpay Nodal,ZOMA-INV-349299 PO_B02_000014,145118,2914,0,0,142204,INR,2026-08-04T08:23:00Z,BATCH-ZOMA-0014
PO_B02_000015,Razorpay Nodal,PAYT-INV-174825 PO_B02_000015,232251,4007,0,0,228244,INR,2026-08-03T21:07:00Z,BATCH-PAYT-0015
PO_B02_000016,BillDesk Settlement,MMTR-ORD-389121 MMTR-ORD-637813 BATCH-MMTR-0016,164715,3294,0,0,161421,INR,2026-08-04T17:56:00Z,BATCH-MMTR-0016
PO_B02_000017,PayU Enterprise,BLNK-ORD-111661 BLNK-ORD-688068 BATCH-BLNK-0017,196378,3927,0,0,192451,INR,2026-08-04T02:22:00Z,BATCH-BLNK-0017
PO_B02_000018,Razorpay Nodal,UBER-INV-286645 PO_B02_000018,262800,4040,0,0,258760,INR,2026-08-03T20:37:00Z,BATCH-UBER-0018
PO_B02_000019,Razorpay Nodal,SWIG-INV-224862 PO_B02_000019,58406,1131,0,0,57275,INR,2026-08-04T09:21:00Z,BATCH-SWIG-0019
PO_B02_000020,PayU Enterprise,PAYT-ORD-199445 PAYT-ORD-438714 BATCH-PAYT-0020,299501,5990,0,0,293511,INR,2026-08-03T23:20:00Z,BATCH-PAYT-0020
PO_B02_000021,BillDesk Settlement,NYKA-ORD-960948 NYKA-ORD-748323 BATCH-NYKA-0021,260321,5206,0,0,255115,INR,2026-08-04T14:05:00Z,BATCH-NYKA-0021
PO_B02_000022,Stripe India,JIOO-INV-792493 PO_B02_000022,331267,6036,0,0,325231,INR,2026-08-04T07:26:00Z,BATCH-JIOO-0022
PO_B02_000023,Cashfree Escrow,JIOO-ORD-962352 JIOO-ORD-249471 BATCH-JIOO-0023,218918,4378,0,0,214540,INR,2026-08-04T09:23:00Z,BATCH-JIOO-0023
PO_B02_000024,PayU Enterprise,JIOO-INV-398528 PO_B02_000024,402224,6036,0,0,396188,INR,2026-08-04T21:09:00Z,BATCH-JIOO-0024
PO_B02_000025,Razorpay Nodal,MYNT-ORD-106914 MYNT-ORD-409364 MYNT-ORD-671664 BATCH-MYNT-0025,474980,9499,0,0,465481,INR,2026-08-04T06:48:00Z,BATCH-MYNT-0025
PO_B02_000026,BillDesk Settlement,FLPK-INV-489058 PO_B02_000026,153297,2437,0,0,150860,INR,2026-08-04T07:22:00Z,BATCH-FLPK-0026
PO_B02_000027,Cashfree Escrow,MYNT-EXC-808348-UNRESOLVED,288166,5753,0,0,282413,INR,2026-08-04T20:02:00Z,HOLD-ESCROW
PO_B02_000028,BillDesk Settlement,PAYT-ORD-160584 PAYT-ORD-573407 PAYT-ORD-383120 BATCH-PAYT-0028,598920,11978,0,0,586942,INR,2026-08-04T13:04:00Z,BATCH-PAYT-0028
PO_B02_000029,PayU Enterprise,FLPK-ORD-273061 FLPK-ORD-211591 FLPK-ORD-989537 BATCH-FLPK-0029,438871,8777,0,0,430094,INR,2026-08-04T20:00:00Z,BATCH-FLPK-0029
PO_B02_000030,Cashfree Escrow,UBER-INV-680595 PO_B02_000030,32775,652,0,0,32123,INR,2026-08-04T09:25:00Z,BATCH-UBER-0030
PO_B02_000031,PayU Enterprise,SWIG-INV-831830 PO_B02_000031,66057,1208,0,0,64849,INR,2026-08-04T15:26:00Z,BATCH-SWIG-0031
PO_B02_000032,PayU Enterprise,BLNK-INV-352516 PO_B02_000032,213665,3964,0,0,209701,INR,2026-08-04T09:52:00Z,BATCH-BLNK-0032
PO_B02_000033,Razorpay Nodal,AMZN-INV-655140 PO_B02_000033,419470,7960,0,0,411510,INR,2026-08-03T15:22:00Z,BATCH-AMZN-0033
PO_B02_000034,Stripe India,MYNT-INV-227357 PO_B02_000034,216061,4746,0,0,211315,INR,2026-08-03T23:27:00Z,BATCH-MYNT-0034
PO_B02_000035,Razorpay Nodal,AMZN-INV-861541 PO_B02_000035,366875,7522,0,0,359353,INR,2026-08-04T14:16:00Z,BATCH-AMZN-0035
PO_B02_000036,Cashfree Escrow,SWIG-INV-618049 PO_B02_000036,333088,7116,0,0,325972,INR,2026-08-04T06:56:00Z,BATCH-SWIG-0036
PO_B02_000037,PayU Enterprise,JIOO-ORD-962832 JIOO-ORD-680272 BATCH-JIOO-0037,201807,4036,0,0,197771,INR,2026-08-04T16:17:00Z,BATCH-JIOO-0037
