transaction_id,customer_reference,order_id,gross_amount_minor,net_amount_minor,currency,created_at,counterparty_name,payment_method,status
TXN_B02_000001,AMZN-INV-957427,ORD-AMZN-INV-957427,399242,392754,INR,2026-08-03T09:35:00Z,Amazon Seller Services India,DebitCard,SETTLED
TXN_B02_000002,SWIG-INV-163816,ORD-SWIG-INV-163816,197860,194163,INR,2026-08-03T15:56:00Z,Swiggy Bundl Technologies,UPI,SETTLED
TXN_B02_000003,MMTR-INV-567038,ORD-MMTR-INV-567038,239737,236044,INR,2026-08-04T03:19:00Z,MakeMyTrip India Pvt Ltd,NetBanking,SETTLED
TXN_B02_000004,MYNT-INV-968291,ORD-MYNT-INV-968291,436880,426824,INR,2026-08-03T14:35:00Z,Myntra Designs Pvt Ltd,UPI,SETTLED
TXN_B02_000005,BKMS-INV-981582,ORD-BKMS-INV-981582,308918,303667,INR,2026-08-03T12:14:00Z,BookMyShow Bigtree Entertainment,CreditCard,SETTLED
TXN_B02_000006,PHNP-INV-288034,ORD-PHNP-INV-288034,140057,136561,INR,2026-08-04T02:51:00Z,PhonePe Payment Services,RTGS,SETTLED
TXN_B02_000007,MMTR-INV-165178,ORD-MMTR-INV-165178,352594,345746,INR,2026-08-03T14:16:00Z,MakeMyTrip India Pvt Ltd,DebitCard,SETTLED
TXN_B02_000008,BLNK-INV-761169,ORD-BLNK-INV-761169,319310,312230,INR,2026-08-04T03:42:00Z,Blinkit Commerce Pvt Ltd,UPI,SETTLED
TXN_B02_000009,TATA-ORD-999874,ORD-TATA-ORD-999874,21541,21111,INR,2026-08-04T08:42:00Z,Tata Digital Private Limited,UPI,SETTLED
TXN_B02_000010,TATA-ORD-858010,ORD-TATA-ORD-858010,246062,241141,INR,2026-08-04T08:57:00Z,Tata Digital Private Limited,UPI,SETTLED
TXN_B02_000011,PAYT-ORD-129275,ORD-PAYT-ORD-129275,220758,216343,INR,2026-08-04T04:46:00Z,Paytm One97 Communications,RTGS,SETTLED
TXN_B02_000012,PAYT-ORD-123903,ORD-PAYT-ORD-123903,81557,79926,INR,2026-08-04T05:01:00Z,Paytm One97 Communications,RTGS,SETTLED
TXN_B02_000013,TATA-INV-191933,ORD-TATA-INV-191933,328174,322451,INR,2026-08-04T05:54:00Z,Tata Digital Private Limited,UPI,SETTLED
TXN_B02_000014,SWIG-INV-823088,ORD-SWIG-INV-823088,368381,362814,INR,2026-08-03T16:13:00Z,Swiggy Bundl Technologies,RTGS,SETTLED
TXN_B02_000015,NYKA-INV-361554,ORD-NYKA-INV-361554,135649,132455,INR,2026-08-04T05:11:00Z,Nykaa E-Retail Pvt Ltd,NetBanking,SETTLED
TXN_B02_000016,ZOMA-INV-349299,ORD-ZOMA-INV-349299,145118,142204,INR,2026-08-04T01:23:00Z,Zomato Limited,DebitCard,SETTLED
TXN_B02_000017,PAYT-INV-174825,ORD-PAYT-INV-174825,232251,228244,INR,2026-08-03T10:07:00Z,Paytm One97 Communications,CreditCard,SETTLED
TXN_B02_000018,MMTR-ORD-389121,ORD-MMTR-ORD-389121,130839,128223,INR,2026-08-04T05:56:00Z,MakeMyTrip India Pvt Ltd,NEFT,SETTLED
TXN_B02_000019,MMTR-ORD-637813,ORD-MMTR-ORD-637813,33876,33199,INR,2026-08-04T06:11:00Z,MakeMyTrip India Pvt Ltd,NEFT,SETTLED
TXN_B02_000020,BLNK-ORD-111661,ORD-BLNK-ORD-111661,135373,132666,INR,2026-08-03T14:22:00Z,Blinkit Commerce Pvt Ltd,UPI,SETTLED
TXN_B02_000021,BLNK-ORD-688068,ORD-BLNK-ORD-688068,61005,59785,INR,2026-08-03T14:37:00Z,Blinkit Commerce Pvt Ltd,UPI,SETTLED
TXN_B02_000022,UBER-INV-286645,ORD-UBER-INV-286645,262800,258760,INR,2026-08-03T14:37:00Z,Uber India Systems Pvt Ltd,CreditCard,SETTLED
TXN_B02_000023,SWIG-INV-224862,ORD-SWIG-INV-224862,58406,57275,INR,2026-08-03T17:21:00Z,Swiggy Bundl Technologies,RTGS,SETTLED
TXN_B02_000024,PAYT-ORD-199445,ORD-PAYT-ORD-199445,86685,84952,INR,2026-08-03T11:20:00Z,Paytm One97 Communications,NetBanking,SETTLED
TXN_B02_000025,PAYT-ORD-438714,ORD-PAYT-ORD-438714,212816,208560,INR,2026-08-03T11:35:00Z,Paytm One97 Communications,NetBanking,SETTLED
TXN_B02_000026,NYKA-ORD-960948,ORD-NYKA-ORD-960948,190974,187155,INR,2026-08-04T02:05:00Z,Nykaa E-Retail Pvt Ltd,DebitCard,SETTLED
TXN_B02_000027,NYKA-ORD-748323,ORD-NYKA-ORD-748323,69347,67961,INR,2026-08-04T02:20:00Z,Nykaa E-Retail Pvt Ltd,DebitCard,SETTLED
TXN_B02_000028,JIOO-INV-792493,ORD-JIOO-INV-792493,331267,325231,INR,2026-08-03T23:26:00Z,Reliance Retail / Jio Platforms,CreditCard,SETTLED
TXN_B02_000029,JIOO-ORD-962352,ORD-JIOO-ORD-962352,165697,162384,INR,2026-08-03T21:23:00Z,Reliance Retail / Jio Platforms,UPI,SETTLED
TXN_B02_000030,JIOO-ORD-249471,ORD-JIOO-ORD-249471,53221,52157,INR,2026-08-03T21:38:00Z,Reliance Retail / Jio Platforms,UPI,SETTLED
