transaction_id,customer_reference,order_id,gross_amount_minor,net_amount_minor,currency,created_at,counterparty_name,payment_method,status
TXN_B07_000001,JIOO-INV-150042,ORD-JIOO-INV-150042,152650,149405,INR,2026-08-08T14:15:00Z,Reliance Retail / Jio Platforms,CreditCard,SETTLED
TXN_B07_000002,OLAA-ORD-840250,ORD-OLAA-ORD-840250,103543,101473,INR,2026-08-08T21:43:00Z,Ola ANI Technologies,NEFT,SETTLED
TXN_B07_000003,OLAA-ORD-971627,ORD-OLAA-ORD-971627,42867,42010,INR,2026-08-08T21:58:00Z,Ola ANI Technologies,NEFT,SETTLED
TXN_B07_000004,ZOMA-INV-487537,ORD-ZOMA-INV-487537,301591,296159,INR,2026-08-09T02:58:00Z,Zomato Limited,UPI,SETTLED
TXN_B07_000005,BKMS-INV-963466,ORD-BKMS-INV-963466,356567,348331,INR,2026-08-08T20:26:00Z,BookMyShow Bigtree Entertainment,NetBanking,SETTLED
TXN_B07_000006,SWIG-INV-896002,ORD-SWIG-INV-896002,156526,153638,INR,2026-08-09T02:44:00Z,Swiggy Bundl Technologies,NEFT,SETTLED
TXN_B07_000007,PAYT-INV-164332,ORD-PAYT-INV-164332,181862,177602,INR,2026-08-08T16:09:00Z,Paytm One97 Communications,NEFT,SETTLED
TXN_B07_000008,UBER-INV-694034,ORD-UBER-INV-694034,256369,252307,INR,2026-08-09T01:09:00Z,Uber India Systems Pvt Ltd,NetBanking,SETTLED
TXN_B07_000009,BBAS-INV-101460,ORD-BBAS-INV-101460,64393,62937,INR,2026-08-08T17:57:00Z,BigBasket Supermarket Grocery,CreditCard,SETTLED
TXN_B07_000010,FLPK-INV-840651,ORD-FLPK-INV-840651,211366,207628,INR,2026-08-08T10:17:00Z,Flipkart Internet Pvt Ltd,UPI,SETTLED
TXN_B07_000011,UBER-INV-222553,ORD-UBER-INV-222553,163543,160536,INR,2026-08-08T14:15:00Z,Uber India Systems Pvt Ltd,NEFT,SETTLED
TXN_B07_000012,MMTR-INV-878836,ORD-MMTR-INV-878836,260268,254668,INR,2026-08-08T23:40:00Z,MakeMyTrip India Pvt Ltd,NEFT,SETTLED
TXN_B07_000013,TATA-EXC-923894,ORD-TATA-EXC-923894,240630,235818,INR,2026-08-08T15:07:00Z,Tata Digital Private Limited,RTGS,PENDING
TXN_B07_000014,MYNT-ORD-452856,ORD-MYNT-ORD-452856,229941,225343,INR,2026-08-08T11:07:00Z,Myntra Designs Pvt Ltd,UPI,SETTLED
TXN_B07_000015,MYNT-ORD-747076,ORD-MYNT-ORD-747076,130392,127785,INR,2026-08-08T11:22:00Z,Myntra Designs Pvt Ltd,UPI,SETTLED
TXN_B07_000016,PHNP-INV-189382,ORD-PHNP-INV-189382,211463,208065,INR,2026-08-08T15:00:00Z,PhonePe Payment Services,CreditCard,SETTLED
TXN_B07_000017,MMTR-EXC-150079,ORD-MMTR-EXC-150079,86960,85221,INR,2026-08-08T19:19:00Z,MakeMyTrip India Pvt Ltd,NetBanking,PENDING
TXN_B07_000018,AMZN-INV-790787,ORD-AMZN-INV-790787,59280,57835,INR,2026-08-08T15:48:00Z,Amazon Seller Services India,DebitCard,SETTLED
TXN_B07_000019,MMTR-INV-931205,ORD-MMTR-INV-931205,180741,177078,INR,2026-08-09T08:02:00Z,MakeMyTrip India Pvt Ltd,DebitCard,SETTLED
TXN_B07_000020,OLAA-INV-761919,ORD-OLAA-INV-761919,368873,362607,INR,2026-08-08T23:55:00Z,Ola ANI Technologies,UPI,SETTLED
TXN_B07_000021,TATA-ORD-313817,ORD-TATA-ORD-313817,99692,97699,INR,2026-08-08T15:06:00Z,Tata Digital Private Limited,UPI,SETTLED
TXN_B07_000022,TATA-ORD-371092,ORD-TATA-ORD-371092,146781,143846,INR,2026-08-08T15:21:00Z,Tata Digital Private Limited,UPI,SETTLED
TXN_B07_000023,TATA-ORD-663997,ORD-TATA-ORD-663997,181690,178057,INR,2026-08-08T15:36:00Z,Tata Digital Private Limited,UPI,SETTLED
TXN_B07_000024,UBER-EXC-351678,ORD-UBER-EXC-351678,73488,72019,INR,2026-08-08T23:57:00Z,Uber India Systems Pvt Ltd,DebitCard,PENDING
TXN_B07_000025,PAYT-ORD-490852,ORD-PAYT-ORD-490852,217603,213251,INR,2026-08-09T00:25:00Z,Paytm One97 Communications,UPI,SETTLED
TXN_B07_000026,PAYT-ORD-540845,ORD-PAYT-ORD-540845,27158,26615,INR,2026-08-09T00:40:00Z,Paytm One97 Communications,UPI,SETTLED
TXN_B07_000027,OLAA-INV-294368,ORD-OLAA-INV-294368,283959,278304,INR,2026-08-09T08:12:00Z,Ola ANI Technologies,UPI,SETTLED
TXN_B07_000028,AMZN-INV-352380,ORD-AMZN-INV-352380,384605,378535,INR,2026-08-09T04:48:00Z,Amazon Seller Services India,NetBanking,SETTLED
TXN_B07_000029,MYNT-EXC-496372,ORD-MYNT-EXC-496372,278495,272926,INR,2026-08-08T14:28:00Z,Myntra Designs Pvt Ltd,RTGS,PENDING
TXN_B07_000030,NYKA-ORD-335901,ORD-NYKA-ORD-335901,222795,218340,INR,2026-08-08T09:49:00Z,Nykaa E-Retail Pvt Ltd,NetBanking,SETTLED
TXN_B07_000031,NYKA-ORD-256279,ORD-NYKA-ORD-256279,114818,112522,INR,2026-08-08T10:04:00Z,Nykaa E-Retail Pvt Ltd,NetBanking,SETTLED
TXN_B07_000032,NYKA-ORD-429151,ORD-NYKA-ORD-429151,201178,197155,INR,2026-08-08T10:19:00Z,Nykaa E-Retail Pvt Ltd,NetBanking,SETTLED
TXN_B07_000033,BBAS-INV-207381,ORD-BBAS-INV-207381,385515,379526,INR,2026-08-08T15:39:00Z,BigBasket Supermarket Grocery,RTGS,SETTLED
TXN_B07_000034,PAYT-INV-107699,ORD-PAYT-INV-107699,350708,342001,INR,2026-08-09T04:15:00Z,Paytm One97 Communications,UPI,SETTLED
TXN_B07_000035,PHNP-ORD-753778,ORD-PHNP-ORD-753778,127574,125023,INR,2026-08-08T19:25:00Z,PhonePe Payment Services,CreditCard,SETTLED
TXN_B07_000036,PHNP-ORD-439680,ORD-PHNP-ORD-439680,179105,175523,INR,2026-08-08T19:40:00Z,PhonePe Payment Services,CreditCard,SETTLED
TXN_B07_000037,AMZN-INV-307299,ORD-AMZN-INV-307299,34892,34269,INR,2026-08-09T07:52:00Z,Amazon Seller Services India,NEFT,SETTLED
TXN_B07_000038,PAYT-INV-623078,ORD-PAYT-INV-623078,248312,243074,INR,2026-08-09T07:00:00Z,Paytm One97 Communications,NetBanking,SETTLED
TXN_B07_000039,MMTR-INV-760217,ORD-MMTR-INV-760217,168752,165436,INR,2026-08-08T14:43:00Z,MakeMyTrip India Pvt Ltd,RTGS,SETTLED
TXN_B07_000040,SWIG-ORD-671402,ORD-SWIG-ORD-671402,117244,114900,INR,2026-08-08T17:52:00Z,Swiggy Bundl Technologies,RTGS,SETTLED
TXN_B07_000041,SWIG-ORD-670769,ORD-SWIG-ORD-670769,47753,46798,INR,2026-08-08T18:07:00Z,Swiggy Bundl Technologies,RTGS,SETTLED
TXN_B07_000042,SWIG-ORD-590824,ORD-SWIG-ORD-590824,241013,236193,INR,2026-08-08T18:22:00Z,Swiggy Bundl Technologies,RTGS,SETTLED
TXN_B07_000043,NYKA-ORD-514738,ORD-NYKA-ORD-514738,31939,31301,INR,2026-08-08T20:05:00Z,Nykaa E-Retail Pvt Ltd,CreditCard,SETTLED
TXN_B07_000044,NYKA-ORD-143366,ORD-NYKA-ORD-143366,135809,133093,INR,2026-08-08T20:20:00Z,Nykaa E-Retail Pvt Ltd,CreditCard,SETTLED
TXN_B07_000045,JIOO-ORD-816351,ORD-JIOO-ORD-816351,193230,189366,INR,2026-08-08T13:50:00Z,Reliance Retail / Jio Platforms,NetBanking,SETTLED
TXN_B07_000046,JIOO-ORD-769203,ORD-JIOO-ORD-769203,205231,201127,INR,2026-08-08T14:05:00Z,Reliance Retail / Jio Platforms,NetBanking,SETTLED
