payout_id,gateway_reference,gross_amount_minor,processing_fee_minor,refund_amount_minor,chargeback_amount_minor,net_settlement_amount_minor,currency,settlement_timestamp,batch_token
PO_2349,RZP-ORPHAN-171275,137280,0,0,0,137280,INR,2026-03-12T10:46:00+00:00,ORPHAN-171275
PO_2340,RZP-PO-830245,75500,1781,0,0,73719,INR,2026-03-19T07:19:00+00:00,BATCH-830245
PO_2107,RZP-PO-518143,95450,2252,0,0,93198,INR,2026-03-17T03:14:00+00:00,BATCH-518143
PO_2301,RZP-PO-340509,213020,0,0,0,213020,INR,2026-03-17T19:00:00+00:00,BATCH-340509
PO_2060,RZP-PO-962298,214780,0,0,0,214780,INR,2026-03-21T02:33:00+00:00,BATCH-962298
PO_2176,RZP-DUP-216911,37240,0,0,0,37240,INR,2026-03-15T22:33:00+00:00,DUP-216911
PO_2013,RZP-PO-663696,63270,1493,0,0,61777,INR,2026-03-12T20:11:00+00:00,BATCH-663696
PO_2119,RZP-PO-491814,221380,0,0,0,221380,INR,2026-03-01T19:46:00+00:00,BATCH-491814
PO_2004,RZP-BATCH-295684,136660,2733,0,0,133927,INR,2026-03-04T00:03:00+00:00,BATCH-CONSOL-295684
PO_2074,RZP-PO-191672,119900,2829,0,0,117071,INR,2026-03-21T10:48:00+00:00,BATCH-191672
PO_2109,RZP-PO-136015,153880,3631,0,0,150249,INR,2026-03-11T18:55:00+00:00,BATCH-136015
PO_2280,RZP-USD-509557,2500,0,0,0,2500,USD,2026-03-06T15:51:00+00:00,USD-509557
PO_2337,RZP-BATCH-851683,119430,2388,0,0,117042,INR,2026-03-18T20:29:00+00:00,BATCH-CONSOL-851683
PO_2319,RZP-PO-216990,22300,0,0,0,22300,INR,2026-03-09T11:56:00+00:00,BATCH-216990
PO_2049,RZP-PO-775428,135310,3193,0,0,132117,INR,2026-03-10T23:07:00+00:00,BATCH-775428
PO_2048,RZP-SPLIT-985606,181490,3629,0,0,177861,INR,2026-03-15T05:16:00+00:00,SPLIT-985606
PO_2258,RZP-PO-532609,121630,0,0,0,121630,INR,2026-03-02T16:42:00+00:00,BATCH-532609
PO_2003,RZP-PO-505643,200690,0,0,0,200690,INR,2026-03-17T07:49:00+00:00,BATCH-505643
PO_2021,RZP-NOISY-317578,160660,3213,0,0,157447,INR,2026-03-08T19:46:00+00:00,NOISE-317578
PO_2225,RZP-PO-162299,204840,0,0,0,204840,INR,2026-03-21T23:37:00+00:00,BATCH-162299
PO_2321,RZP-PO-979819,227800,5376,0,0,222424,INR,2026-03-02T14:00:00+00:00,BATCH-979819
PO_2044,RZP-REV-900326,8610,172,1291,430,6717,INR,2026-03-14T10:31:00+00:00,REV-900326
PO_2055,RZP-DELAY-903041,9790,0,0,0,9790,INR,2026-03-06T12:40:00+00:00,DELAY-903041
PO_2122,RZP-PO-102744,13340,314,0,0,13026,INR,2026-03-19T13:01:00+00:00,BATCH-102744
PO_2218,RZP-DELAY-296017,151120,0,0,0,151120,INR,2026-03-24T00:00:00+00:00,DELAY-296017
PO_2067,RZP-PO-219271,162940,3845,0,0,159095,INR,2026-03-11T09:59:00+00:00,BATCH-219271
PO_2283,RZP-PO-711247,36920,0,0,0,36920,INR,2026-03-19T23:16:00+00:00,BATCH-711247
