transaction_id,customer_reference,order_id,gross_amount_minor,net_amount_minor,currency,created_at,counterparty_name,payment_method,status
TXN_B01_000001,BLNK-INV-503007,ORD-BLNK-INV-503007,371510,363680,INR,2026-08-02T19:00:00Z,Blinkit Commerce Pvt Ltd,NetBanking,SETTLED
TXN_B01_000002,FLPK-ORD-929272,ORD-FLPK-ORD-929272,207757,203602,INR,2026-08-02T15:20:00Z,Flipkart Internet Pvt Ltd,NEFT,SETTLED
TXN_B01_000003,FLPK-ORD-562967,ORD-FLPK-ORD-562967,113859,111582,INR,2026-08-02T15:35:00Z,Flipkart Internet Pvt Ltd,NEFT,SETTLED
TXN_B01_000004,JIOO-ORD-738915,ORD-JIOO-ORD-738915,63172,61909,INR,2026-08-03T08:33:00Z,Reliance Retail / Jio Platforms,UPI,SETTLED
TXN_B01_000005,JIOO-ORD-563189,ORD-JIOO-ORD-563189,165823,162507,INR,2026-08-03T08:48:00Z,Reliance Retail / Jio Platforms,UPI,SETTLED
TXN_B01_000006,JIOO-INV-802853,ORD-JIOO-INV-802853,241020,235886,INR,2026-08-02T11:21:00Z,Reliance Retail / Jio Platforms,NetBanking,SETTLED
TXN_B01_000007,ZOMA-INV-551992,ORD-ZOMA-INV-551992,249084,243486,INR,2026-08-02T22:36:00Z,Zomato Limited,RTGS,SETTLED
TXN_B01_000008,MYNT-INV-233894,ORD-MYNT-INV-233894,356034,349644,INR,2026-08-03T04:03:00Z,Myntra Designs Pvt Ltd,UPI,SETTLED
TXN_B01_000009,UBER-ORD-756117,ORD-UBER-ORD-756117,243834,238958,INR,2026-08-03T00:16:00Z,Uber India Systems Pvt Ltd,RTGS,SETTLED
TXN_B01_000010,UBER-ORD-636275,ORD-UBER-ORD-636275,242666,237813,INR,2026-08-03T00:31:00Z,Uber India Systems Pvt Ltd,RTGS,SETTLED
TXN_B01_000011,UBER-ORD-317424,ORD-UBER-ORD-317424,194148,190266,INR,2026-08-03T00:46:00Z,Uber India Systems Pvt Ltd,RTGS,SETTLED
TXN_B01_000012,MMTR-INV-659594,ORD-MMTR-INV-659594,309649,303075,INR,2026-08-02T21:38:00Z,MakeMyTrip India Pvt Ltd,NEFT,SETTLED
TXN_B01_000013,MMTR-INV-503146,ORD-MMTR-INV-503146,433248,423032,INR,2026-08-02T17:42:00Z,MakeMyTrip India Pvt Ltd,NetBanking,SETTLED
TXN_B01_000014,MYNT-INV-535008,ORD-MYNT-INV-535008,107212,105368,INR,2026-08-02T13:42:00Z,Myntra Designs Pvt Ltd,DebitCard,SETTLED
TXN_B01_000015,PAYT-INV-221375,ORD-PAYT-INV-221375,229029,224963,INR,2026-08-02T13:04:00Z,Paytm One97 Communications,UPI,SETTLED
TXN_B01_000016,AMZN-INV-355052,ORD-AMZN-INV-355052,258438,253491,INR,2026-08-02T23:41:00Z,Amazon Seller Services India,CreditCard,SETTLED
TXN_B01_000017,OLAA-INV-584810,ORD-OLAA-INV-584810,435004,424870,INR,2026-08-03T04:31:00Z,Ola ANI Technologies,DebitCard,SETTLED
TXN_B01_000018,JIOO-ORD-978164,ORD-JIOO-ORD-978164,190544,186734,INR,2026-08-02T22:19:00Z,Reliance Retail / Jio Platforms,NetBanking,SETTLED
TXN_B01_000019,JIOO-ORD-814353,ORD-JIOO-ORD-814353,215364,211057,INR,2026-08-02T22:34:00Z,Reliance Retail / Jio Platforms,NetBanking,SETTLED
TXN_B01_000020,JIOO-ORD-246141,ORD-JIOO-ORD-246141,137997,135238,INR,2026-08-02T22:49:00Z,Reliance Retail / Jio Platforms,NetBanking,SETTLED
TXN_B01_000021,AMZN-INV-347735,ORD-AMZN-INV-347735,365294,358256,INR,2026-08-02T14:26:00Z,Amazon Seller Services India,DebitCard,SETTLED
TXN_B01_000022,SWIG-INV-296232,ORD-SWIG-INV-296232,433147,425943,INR,2026-08-02T11:04:00Z,Swiggy Bundl Technologies,NetBanking,SETTLED
TXN_B01_000023,BLNK-INV-178055,ORD-BLNK-INV-178055,277757,271534,INR,2026-08-02T20:40:00Z,Blinkit Commerce Pvt Ltd,RTGS,SETTLED
