transaction_id,customer_reference,order_id,gross_amount_minor,net_amount_minor,currency,created_at,counterparty_name,payment_method,status
TXN_B15_000001,BKMS-INV-454831,ORD-BKMS-INV-454831,212884,209180,INR,2026-08-16T16:35:00Z,BookMyShow Bigtree Entertainment,RTGS,SETTLED
TXN_B15_000002,SWIG-INV-489029,ORD-SWIG-INV-489029,39476,38507,INR,2026-08-16T14:00:00Z,Swiggy Bundl Technologies,CreditCard,SETTLED
TXN_B15_000003,PAYT-ORD-795816,ORD-PAYT-ORD-795816,36174,35451,INR,2026-08-16T22:26:00Z,Paytm One97 Communications,DebitCard,SETTLED
TXN_B15_000004,PAYT-ORD-674127,ORD-PAYT-ORD-674127,27071,26530,INR,2026-08-16T22:41:00Z,Paytm One97 Communications,DebitCard,SETTLED
TXN_B15_000005,BLNK-ORD-984454,ORD-BLNK-ORD-984454,55606,54494,INR,2026-08-16T12:58:00Z,Blinkit Commerce Pvt Ltd,NEFT,SETTLED
TXN_B15_000006,BLNK-ORD-926376,ORD-BLNK-ORD-926376,54353,53266,INR,2026-08-16T13:13:00Z,Blinkit Commerce Pvt Ltd,NEFT,SETTLED
TXN_B15_000007,BLNK-ORD-951625,ORD-BLNK-ORD-951625,37628,36876,INR,2026-08-16T13:28:00Z,Blinkit Commerce Pvt Ltd,NEFT,SETTLED
TXN_B15_000008,PHNP-INV-483161,ORD-PHNP-INV-483161,240747,235156,INR,2026-08-17T02:52:00Z,PhonePe Payment Services,CreditCard,SETTLED
TXN_B15_000009,BLNK-INV-294847,ORD-BLNK-INV-294847,352460,343922,INR,2026-08-16T23:56:00Z,Blinkit Commerce Pvt Ltd,CreditCard,SETTLED
TXN_B15_000010,JIOO-INV-571299,ORD-JIOO-INV-571299,428776,420003,INR,2026-08-17T05:55:00Z,Reliance Retail / Jio Platforms,NetBanking,SETTLED
TXN_B15_000011,BLNK-ORD-155478,ORD-BLNK-ORD-155478,25484,24975,INR,2026-08-17T02:08:00Z,Blinkit Commerce Pvt Ltd,UPI,SETTLED
TXN_B15_000012,BLNK-ORD-541480,ORD-BLNK-ORD-541480,177449,173901,INR,2026-08-17T02:23:00Z,Blinkit Commerce Pvt Ltd,UPI,SETTLED
TXN_B15_000013,NYKA-INV-153499,ORD-NYKA-INV-153499,374634,368551,INR,2026-08-16T21:20:00Z,Nykaa E-Retail Pvt Ltd,NEFT,SETTLED
TXN_B15_000014,MYNT-INV-288456,ORD-MYNT-INV-288456,233346,229531,INR,2026-08-16T21:08:00Z,Myntra Designs Pvt Ltd,NetBanking,SETTLED
TXN_B15_000015,BBAS-INV-413032,ORD-BBAS-INV-413032,114854,112798,INR,2026-08-16T16:18:00Z,BigBasket Supermarket Grocery,DebitCard,SETTLED
TXN_B15_000016,ZOMA-INV-434870,ORD-ZOMA-INV-434870,252433,248359,INR,2026-08-17T07:23:00Z,Zomato Limited,RTGS,SETTLED
