payout_id,gateway_name,gateway_reference,gross_amount_minor,processing_fee_minor,refund_amount_minor,chargeback_amount_minor,net_settlement_amount_minor,currency,settlement_timestamp,batch_token
PO_B15_000001,BillDesk Settlement,BKMS-INV-454831 PO_B15_000001,212884,3704,0,0,209180,INR,2026-08-17T01:35:00Z,BATCH-BKMS-0001
PO_B15_000002,Cashfree Escrow,SWIG-INV-489029 PO_B15_000002,39476,969,0,0,38507,INR,2026-08-16T18:00:00Z,BATCH-SWIG-0002
PO_B15_000003,PayU Enterprise,PAYT-ORD-795816 PAYT-ORD-674127 BATCH-PAYT-0003,63245,1264,0,0,61981,INR,2026-08-17T10:26:00Z,BATCH-PAYT-0003
PO_B15_000004,Cashfree Escrow,BLNK-ORD-984454 BLNK-ORD-926376 BLNK-ORD-951625 BATCH-BLNK-0004,147587,2951,0,0,144636,INR,2026-08-17T00:58:00Z,BATCH-BLNK-0004
PO_B15_000005,Razorpay Nodal,PHNP-INV-483161 PO_B15_000005,240747,5591,0,0,235156,INR,2026-08-17T18:52:00Z,BATCH-PHNP-0005
PO_B15_000006,Razorpay Nodal,BLNK-INV-294847 PO_B15_000006,352460,8538,0,0,343922,INR,2026-08-17T07:56:00Z,BATCH-BLNK-0006
PO_B15_000007,Cashfree Escrow,JIOO-INV-571299 PO_B15_000007,428776,8773,0,0,420003,INR,2026-08-17T20:55:00Z,BATCH-JIOO-0007
PO_B15_000008,PayU Enterprise,BLNK-ORD-155478 BLNK-ORD-541480 BATCH-BLNK-0008,202933,4058,0,0,198875,INR,2026-08-17T14:08:00Z,BATCH-BLNK-0008
PO_B15_000009,BillDesk Settlement,NYKA-INV-153499 PO_B15_000009,374634,6083,0,0,368551,INR,2026-08-17T08:20:00Z,BATCH-NYKA-0009
PO_B15_000010,BillDesk Settlement,MYNT-INV-288456 PO_B15_000010,233346,3815,0,0,229531,INR,2026-08-17T14:08:00Z,BATCH-MYNT-0010
PO_B15_000011,Stripe India,BBAS-INV-413032 PO_B15_000011,114854,2056,0,0,112798,INR,2026-08-17T10:18:00Z,BATCH-BBAS-0011
PO_B15_000012,Cashfree Escrow,ZOMA-INV-434870 PO_B15_000012,252433,4074,0,0,248359,INR,2026-08-18T01:23:00Z,BATCH-ZOMA-0012
PO_B15_000013,Cashfree Escrow,MYNT-INV-568349 PO_B15_000013,359874,5493,0,0,354381,INR,2026-08-17T13:20:00Z,BATCH-MYNT-0013
PO_B15_000014,Cashfree Escrow,MMTR-INV-321257 PO_B15_000014,169003,3719,0,0,165284,INR,2026-08-16T21:15:00Z,BATCH-MMTR-0014
PO_B15_000015,PayU Enterprise,TATA-ORD-671234 TATA-ORD-158619 BATCH-TATA-0015,424680,8493,0,0,416187,INR,2026-08-17T04:06:00Z,BATCH-TATA-0015
PO_B15_000016,BillDesk Settlement,FLPK-ORD-237145 FLPK-ORD-568635 BATCH-FLPK-0016,256856,5137,0,0,251719,INR,2026-08-17T06:36:00Z,BATCH-FLPK-0016
PO_B15_000017,BillDesk Settlement,OLAA-INV-917088 PO_B15_000017,99337,1802,0,0,97535,INR,2026-08-17T00:25:00Z,BATCH-OLAA-0017
PO_B15_000018,BillDesk Settlement,MYNT-INV-158739 PO_B15_000018,413066,6590,0,0,406476,INR,2026-08-16T19:38:00Z,BATCH-MYNT-0018
PO_B15_000019,Cashfree Escrow,ZOMA-INV-825082 PO_B15_000019,287800,4858,0,0,282942,INR,2026-08-17T12:37:00Z,BATCH-ZOMA-0019
PO_B15_000020,PayU Enterprise,UBER-ORD-418046 UBER-ORD-676224 BATCH-UBER-0020,301272,6025,0,0,295247,INR,2026-08-17T15:56:00Z,BATCH-UBER-0020
PO_B15_000021,Stripe India,PAYT-EXC-443798-UNRESOLVED,152194,3033,0,0,149161,INR,2026-08-17T10:31:00Z,HOLD-ESCROW
PO_B15_000022,PayU Enterprise,JIOO-ORD-661539 JIOO-ORD-910211 JIOO-ORD-889990 BATCH-JIOO-0022,197846,3956,0,0,193890,INR,2026-08-17T12:49:00Z,BATCH-JIOO-0022
PO_B15_000023,Cashfree Escrow,TATA-INV-659419 PO_B15_000023,134168,2071,0,0,132097,INR,2026-08-17T13:07:00Z,BATCH-TATA-0023
PO_B15_000024,PayU Enterprise,PAYT-INV-597143 PO_B15_000024,317435,7796,0,0,309639,INR,2026-08-17T11:01:00Z,BATCH-PAYT-0024
PO_B15_000025,Razorpay Nodal,PAYT-INV-552712 PO_B15_000025,38109,591,0,0,37518,INR,2026-08-17T06:06:00Z,BATCH-PAYT-0025
PO_B15_000026,Stripe India,FLPK-ORD-673786 FLPK-ORD-476896 FLPK-ORD-834490 BATCH-FLPK-0026,125410,2508,0,0,122902,INR,2026-08-17T10:24:00Z,BATCH-FLPK-0026
PO_B15_000027,Razorpay Nodal,PHNP-INV-320724 PO_B15_000027,60749,1425,0,0,59324,INR,2026-08-17T00:07:00Z,BATCH-PHNP-0027
PO_B15_000028,Cashfree Escrow,PAYT-INV-233125 PO_B15_000028,162240,3240,0,0,159000,INR,2026-08-16T22:03:00Z,BATCH-PAYT-0028
PO_B15_000029,Stripe India,MMTR-INV-432217 PO_B15_000029,314072,5560,0,0,308512,INR,2026-08-17T00:24:00Z,BATCH-MMTR-0029
PO_B15_000030,Cashfree Escrow,OLAA-ORD-508521 OLAA-ORD-799929 BATCH-OLAA-0030,177863,3557,0,0,174306,INR,2026-08-17T08:20:00Z,BATCH-OLAA-0030
PO_B15_000031,Cashfree Escrow,JIOO-INV-673852 PO_B15_000031,64947,1060,0,0,63887,INR,2026-08-17T12:04:00Z,BATCH-JIOO-0031
PO_B15_000032,Cashfree Escrow,JIOO-INV-712249 PO_B15_000032,415069,9664,0,0,405405,INR,2026-08-17T10:08:00Z,BATCH-JIOO-0032
PO_B15_000033,BillDesk Settlement,SWIG-INV-375465 PO_B15_000033,115266,2237,0,0,113029,INR,2026-08-17T18:58:00Z,BATCH-SWIG-0033
PO_B15_000034,Razorpay Nodal,PAYT-INV-702675 PO_B15_000034,65672,1145,0,0,64527,INR,2026-08-17T09:37:00Z,BATCH-PAYT-0034
PO_B15_000035,PayU Enterprise,NYKA-INV-749667 PO_B15_000035,88559,1946,0,0,86613,INR,2026-08-17T03:46:00Z,BATCH-NYKA-0035
PO_B15_000036,BillDesk Settlement,PAYT-INV-268013 PO_B15_000036,75697,1547,0,0,74150,INR,2026-08-17T19:24:00Z,BATCH-PAYT-0036
PO_B15_000037,BillDesk Settlement,BBAS-ORD-294462 BBAS-ORD-233228 BBAS-ORD-176848 BATCH-BBAS-0037,387835,7756,0,0,380079,INR,2026-08-17T08:24:00Z,BATCH-BBAS-0037
PO_B15_000038,PayU Enterprise,MMTR-INV-197042 PO_B15_000038,91783,1732,0,0,90051,INR,2026-08-17T12:02:00Z,BATCH-MMTR-0038
PO_B15_000039,BillDesk Settlement,PHNP-INV-346350 PO_B15_000039,41449,650,0,0,40799,INR,2026-08-17T03:57:00Z,BATCH-PHNP-0039
PO_B15_000040,PayU Enterprise,MYNT-ORD-389748 MYNT-ORD-344910 MYNT-ORD-209618 BATCH-MYNT-0040,592828,11856,0,0,580972,INR,2026-08-17T03:18:00Z,BATCH-MYNT-0040
PO_B15_000041,Cashfree Escrow,BBAS-INV-831127 PO_B15_000041,385377,7131,0,0,378246,INR,2026-08-17T09:06:00Z,BATCH-BBAS-0041
PO_B15_000042,Cashfree Escrow,PAYT-INV-244334 PO_B15_000042,38659,585,0,0,38074,INR,2026-08-16T17:02:00Z,BATCH-PAYT-0042
PO_B15_000043,Stripe India,MMTR-INV-597657 PO_B15_000043,208218,5003,0,0,203215,INR,2026-08-17T01:31:00Z,BATCH-MMTR-0043
PO_B15_000044,Stripe India,BKMS-INV-889508 PO_B15_000044,124937,1962,0,0,122975,INR,2026-08-17T04:54:00Z,BATCH-BKMS-0044
PO_B15_000045,Cashfree Escrow,SWIG-INV-254136 PO_B15_000045,285869,6360,0,0,279509,INR,2026-08-17T14:57:00Z,BATCH-SWIG-0045
PO_B15_000046,BillDesk Settlement,AMZN-INV-597330 PO_B15_000046,412591,8152,0,0,404439,INR,2026-08-17T02:38:00Z,BATCH-AMZN-0046
PO_B15_000047,BillDesk Settlement,PHNP-INV-265054 PO_B15_000047,142358,2555,0,0,139803,INR,2026-08-16T19:50:00Z,BATCH-PHNP-0047
PO_B15_000048,PayU Enterprise,UBER-ORD-770150 UBER-ORD-457507 BATCH-UBER-0048,463237,9264,0,0,453973,INR,2026-08-17T15:12:00Z,BATCH-UBER-0048
PO_B15_000049,Stripe India,NYKA-ORD-201891 NYKA-ORD-616048 BATCH-NYKA-0049,344690,6893,0,0,337797,INR,2026-08-17T06:38:00Z,BATCH-NYKA-0049
PO_B15_000050,Razorpay Nodal,UBER-ORD-830703 UBER-ORD-265435 UBER-ORD-245696 BATCH-UBER-0050,333412,6668,0,0,326744,INR,2026-08-17T18:12:00Z,BATCH-UBER-0050
PO_B15_000051,Stripe India,OLAA-INV-258932 PO_B15_000051,62317,1227,0,0,61090,INR,2026-08-17T06:13:00Z,BATCH-OLAA-0051
PO_B15_000052,PayU Enterprise,UBER-INV-546908 PO_B15_000052,164120,3802,0,0,160318,INR,2026-08-17T09:27:00Z,BATCH-UBER-0052
PO_B15_000053,Stripe India,ZOMA-ORD-599969 ZOMA-ORD-605980 BATCH-ZOMA-0053,229722,4594,0,0,225128,INR,2026-08-17T03:22:00Z,BATCH-ZOMA-0053
PO_B15_000054,Stripe India,JIOO-INV-644755 PO_B15_000054,55160,852,0,0,54308,INR,2026-08-17T18:10:00Z,BATCH-JIOO-0054
PO_B15_000055,Stripe India,PAYT-INV-863459 PO_B15_000055,197542,3176,0,0,194366,INR,2026-08-16T16:15:00Z,BATCH-PAYT-0055
PO_B15_000056,Razorpay Nodal,SWIG-ORD-778813 SWIG-ORD-894637 BATCH-SWIG-0056,268160,5363,0,0,262797,INR,2026-08-17T15:16:00Z,BATCH-SWIG-0056
PO_B15_000057,PayU Enterprise,BLNK-ORD-567490 BLNK-ORD-165276 BATCH-BLNK-0057,298592,5971,0,0,292621,INR,2026-08-16T21:31:00Z,BATCH-BLNK-0057
PO_B15_000058,Stripe India,PHNP-INV-667516 PO_B15_000058,262855,6016,0,0,256839,INR,2026-08-17T08:50:00Z,BATCH-PHNP-0058
PO_B15_000059,PayU Enterprise,OLAA-ORD-805649 OLAA-ORD-814519 OLAA-ORD-458454 BATCH-OLAA-0059,582879,11657,0,0,571222,INR,2026-08-17T01:52:00Z,BATCH-OLAA-0059
PO_B15_000060,PayU Enterprise,TATA-ORD-108950 TATA-ORD-754309 BATCH-TATA-0060,192972,3859,0,0,189113,INR,2026-08-16T22:44:00Z,BATCH-TATA-0060
PO_B15_000061,Razorpay Nodal,MYNT-INV-806973 PO_B15_000061,54917,1129,0,0,53788,INR,2026-08-17T15:25:00Z,BATCH-MYNT-0061
PO_B15_000062,Cashfree Escrow,AMZN-INV-328246 PO_B15_000062,312292,7572,0,0,304720,INR,2026-08-17T03:05:00Z,BATCH-AMZN-0062
PO_B15_000063,Stripe India,PHNP-ORD-330802 PHNP-ORD-599729 PHNP-ORD-158861 BATCH-PHNP-0063,508522,10170,0,0,498352,INR,2026-08-17T17:58:00Z,BATCH-PHNP-0063
PO_B15_000064,Stripe India,MMTR-EXC-869136-UNRESOLVED,167417,3338,0,0,164079,INR,2026-08-17T10:11:00Z,HOLD-ESCROW
PO_B15_000065,Cashfree Escrow,PHNP-INV-922966 PO_B15_000065,158501,3000,0,0,155501,INR,2026-08-17T12:05:00Z,BATCH-PHNP-0065
PO_B15_000066,Razorpay Nodal,MYNT-INV-258193 PO_B15_000066,155230,2560,0,0,152670,INR,2026-08-17T12:54:00Z,BATCH-MYNT-0066
PO_B15_000067,Razorpay Nodal,NYKA-INV-203957 PO_B15_000067,287544,5886,0,0,281658,INR,2026-08-17T18:38:00Z,BATCH-NYKA-0067
PO_B15_000068,Stripe India,FLPK-ORD-782258 FLPK-ORD-823340 BATCH-FLPK-0068,87860,1757,0,0,86103,INR,2026-08-17T01:41:00Z,BATCH-FLPK-0068
PO_B15_000069,BillDesk Settlement,BBAS-INV-299165 PO_B15_000069,401190,7376,0,0,393814,INR,2026-08-17T03:52:00Z,BATCH-BBAS-0069
