payout_id,gateway_name,gateway_reference,gross_amount_minor,processing_fee_minor,refund_amount_minor,chargeback_amount_minor,net_settlement_amount_minor,currency,settlement_timestamp,batch_token
PO_B18_000001,Razorpay Nodal,BKMS-INV-246667 PO_B18_000001,130721,2513,0,0,128208,INR,2026-08-20T04:41:00Z,BATCH-BKMS-0001
PO_B18_000002,Razorpay Nodal,FLPK-INV-738545 PO_B18_000002,129673,2197,0,0,127476,INR,2026-08-20T07:33:00Z,BATCH-FLPK-0002
PO_B18_000003,Razorpay Nodal,MMTR-ORD-900999 MMTR-ORD-132623 BATCH-MMTR-0003,372394,7447,0,0,364947,INR,2026-08-20T05:52:00Z,BATCH-MMTR-0003
PO_B18_000004,PayU Enterprise,FLPK-INV-204615 PO_B18_000004,157097,2757,0,0,154340,INR,2026-08-20T23:48:00Z,BATCH-FLPK-0004
PO_B18_000005,BillDesk Settlement,UBER-ORD-125014 UBER-ORD-958410 BATCH-UBER-0005,322271,6445,0,0,315826,INR,2026-08-20T15:30:00Z,BATCH-UBER-0005
PO_B18_000006,Stripe India,JIOO-INV-256041 PO_B18_000006,323640,7798,0,0,315842,INR,2026-08-20T06:33:00Z,BATCH-JIOO-0006
PO_B18_000007,Razorpay Nodal,PAYT-EXC-869600-UNRESOLVED,109147,2172,0,0,106975,INR,2026-08-21T06:33:00Z,HOLD-ESCROW
PO_B18_000008,BillDesk Settlement,BKMS-INV-609204 PO_B18_000008,150775,2906,0,0,147869,INR,2026-08-20T02:24:00Z,BATCH-BKMS-0008
PO_B18_000009,BillDesk Settlement,NYKA-INV-161497 PO_B18_000009,446647,7816,0,0,438831,INR,2026-08-20T11:21:00Z,BATCH-NYKA-0009
PO_B18_000010,Stripe India,BBAS-INV-489654 PO_B18_000010,443393,8164,0,0,435229,INR,2026-08-20T03:38:00Z,BATCH-BBAS-0010
PO_B18_000011,Stripe India,PAYT-INV-151359 PO_B18_000011,66332,1051,0,0,65281,INR,2026-08-20T18:49:00Z,BATCH-PAYT-0011
PO_B18_000012,Stripe India,MYNT-ORD-673300 MYNT-ORD-221677 BATCH-MYNT-0012,331516,6630,0,0,324886,INR,2026-08-20T09:56:00Z,BATCH-MYNT-0012
PO_B18_000013,Razorpay Nodal,JIOO-ORD-299225 JIOO-ORD-133641 BATCH-JIOO-0013,404149,8082,0,0,396067,INR,2026-08-20T11:53:00Z,BATCH-JIOO-0013
PO_B18_000014,Razorpay Nodal,PHNP-INV-673375 PO_B18_000014,388542,8741,0,0,379801,INR,2026-08-20T12:29:00Z,BATCH-PHNP-0014
PO_B18_000015,BillDesk Settlement,JIOO-INV-886976 PO_B18_000015,45644,1038,0,0,44606,INR,2026-08-20T06:50:00Z,BATCH-JIOO-0015
PO_B18_000016,Stripe India,UBER-ORD-474745 UBER-ORD-430664 UBER-ORD-264743 BATCH-UBER-0016,570070,11401,0,0,558669,INR,2026-08-20T03:58:00Z,BATCH-UBER-0016
PO_B18_000017,Stripe India,PAYT-ORD-543275 PAYT-ORD-454989 BATCH-PAYT-0017,257874,5157,0,0,252717,INR,2026-08-20T15:56:00Z,BATCH-PAYT-0017
PO_B18_000018,BillDesk Settlement,ZOMA-INV-968439 PO_B18_000018,257469,3965,0,0,253504,INR,2026-08-19T23:25:00Z,BATCH-ZOMA-0018
PO_B18_000019,BillDesk Settlement,TATA-INV-491854 PO_B18_000019,246204,6009,0,0,240195,INR,2026-08-20T13:13:00Z,BATCH-TATA-0019
PO_B18_000020,Razorpay Nodal,AMZN-ORD-983326 AMZN-ORD-186310 AMZN-ORD-453036 BATCH-AMZN-0020,151849,3036,0,0,148813,INR,2026-08-20T19:54:00Z,BATCH-AMZN-0020
PO_B18_000021,Stripe India,TATA-INV-877418 PO_B18_000021,366505,6316,0,0,360189,INR,2026-08-19T17:04:00Z,BATCH-TATA-0021
PO_B18_000022,Stripe India,MMTR-INV-206543 PO_B18_000022,200968,3203,0,0,197765,INR,2026-08-20T18:56:00Z,BATCH-MMTR-0022
PO_B18_000023,Cashfree Escrow,AMZN-ORD-780110 AMZN-ORD-687942 AMZN-ORD-935072 BATCH-AMZN-0023,180717,3614,0,0,177103,INR,2026-08-20T11:31:00Z,BATCH-AMZN-0023
PO_B18_000024,PayU Enterprise,PAYT-INV-759429 PO_B18_000024,272435,5229,0,0,267206,INR,2026-08-19T20:20:00Z,BATCH-PAYT-0024
PO_B18_000025,Cashfree Escrow,TATA-ORD-399654 TATA-ORD-154789 BATCH-TATA-0025,243120,4862,0,0,238258,INR,2026-08-19T22:44:00Z,BATCH-TATA-0025
PO_B18_000026,PayU Enterprise,BBAS-INV-143456 PO_B18_000026,378234,8655,0,0,369579,INR,2026-08-20T03:28:00Z,BATCH-BBAS-0026
PO_B18_000027,BillDesk Settlement,TATA-INV-996288 PO_B18_000027,86989,1524,0,0,85465,INR,2026-08-20T13:44:00Z,BATCH-TATA-0027
PO_B18_000028,PayU Enterprise,BKMS-INV-494112 PO_B18_000028,317050,5853,0,0,311197,INR,2026-08-19T23:53:00Z,BATCH-BKMS-0028
PO_B18_000029,Cashfree Escrow,SWIG-INV-394825 PO_B18_000029,340335,5601,0,0,334734,INR,2026-08-20T12:05:00Z,BATCH-SWIG-0029
PO_B18_000030,Cashfree Escrow,AMZN-ORD-299238 AMZN-ORD-707212 AMZN-ORD-114904 BATCH-AMZN-0030,296355,5927,0,0,290428,INR,2026-08-20T00:30:00Z,BATCH-AMZN-0030
PO_B18_000031,Stripe India,UBER-EXC-377476-UNRESOLVED,277356,5537,0,0,271819,INR,2026-08-21T06:54:00Z,HOLD-ESCROW
PO_B18_000032,PayU Enterprise,SWIG-INV-343241 PO_B18_000032,196032,3785,0,0,192247,INR,2026-08-20T18:33:00Z,BATCH-SWIG-0032
PO_B18_000033,Cashfree Escrow,AMZN-INV-621726 PO_B18_000033,370135,5600,0,0,364535,INR,2026-08-20T20:44:00Z,BATCH-AMZN-0033
PO_B18_000034,Razorpay Nodal,BBAS-ORD-829681 BBAS-ORD-280356 BATCH-BBAS-0034,199173,3983,0,0,195190,INR,2026-08-20T13:30:00Z,BATCH-BBAS-0034
PO_B18_000035,BillDesk Settlement,TATA-INV-674020 PO_B18_000035,443822,7725,0,0,436097,INR,2026-08-20T13:32:00Z,BATCH-TATA-0035
PO_B18_000036,BillDesk Settlement,BLNK-INV-487634 PO_B18_000036,371766,8995,0,0,362771,INR,2026-08-20T14:29:00Z,BATCH-BLNK-0036
PO_B18_000037,PayU Enterprise,AMZN-INV-322426 PO_B18_000037,231950,5213,0,0,226737,INR,2026-08-20T14:00:00Z,BATCH-AMZN-0037
PO_B18_000038,BillDesk Settlement,TATA-INV-463312 PO_B18_000038,446451,7313,0,0,439138,INR,2026-08-20T00:29:00Z,BATCH-TATA-0038
PO_B18_000039,Cashfree Escrow,TATA-INV-993556 PO_B18_000039,89642,1415,0,0,88227,INR,2026-08-20T06:59:00Z,BATCH-TATA-0039
PO_B18_000040,Razorpay Nodal,JIOO-INV-295358 PO_B18_000040,82528,1854,0,0,80674,INR,2026-08-20T10:12:00Z,BATCH-JIOO-0040
PO_B18_000041,Cashfree Escrow,AMZN-INV-348724 PO_B18_000041,150289,2579,0,0,147710,INR,2026-08-20T13:19:00Z,BATCH-AMZN-0041
PO_B18_000042,Cashfree Escrow,BLNK-INV-818404 PO_B18_000042,328027,7230,0,0,320797,INR,2026-08-20T19:25:00Z,BATCH-BLNK-0042
PO_B18_000043,PayU Enterprise,UBER-ORD-510906 UBER-ORD-184599 UBER-ORD-974699 BATCH-UBER-0043,322244,6444,0,0,315800,INR,2026-08-19T21:34:00Z,BATCH-UBER-0043
PO_B18_000044,Cashfree Escrow,UBER-ORD-446300 UBER-ORD-129481 BATCH-UBER-0044,84505,1690,0,0,82815,INR,2026-08-19T22:19:00Z,BATCH-UBER-0044
PO_B18_000045,Razorpay Nodal,TATA-INV-811003 PO_B18_000045,257443,4541,0,0,252902,INR,2026-08-20T02:01:00Z,BATCH-TATA-0045
PO_B18_000046,PayU Enterprise,BLNK-INV-702255 PO_B18_000046,163483,3397,0,0,160086,INR,2026-08-20T02:26:00Z,BATCH-BLNK-0046
PO_B18_000047,Razorpay Nodal,MMTR-INV-371056 PO_B18_000047,54869,1116,0,0,53753,INR,2026-08-20T11:48:00Z,BATCH-MMTR-0047
PO_B18_000048,Cashfree Escrow,AMZN-INV-738278 PO_B18_000048,433230,6515,0,0,426715,INR,2026-08-21T01:58:00Z,BATCH-AMZN-0048
PO_B18_000049,PayU Enterprise,BLNK-INV-898625 PO_B18_000049,403077,6571,0,0,396506,INR,2026-08-19T23:00:00Z,BATCH-BLNK-0049
PO_B18_000050,Stripe India,PHNP-INV-719517 PO_B18_000050,245458,5732,0,0,239726,INR,2026-08-19T14:57:00Z,BATCH-PHNP-0050
PO_B18_000051,BillDesk Settlement,JIOO-INV-551793 PO_B18_000051,281223,6160,0,0,275063,INR,2026-08-19T20:05:00Z,BATCH-JIOO-0051
PO_B18_000052,Razorpay Nodal,OLAA-INV-665872 PO_B18_000052,263941,6126,0,0,257815,INR,2026-08-20T00:15:00Z,BATCH-OLAA-0052
PO_B18_000053,Stripe India,TATA-INV-661519 PO_B18_000053,355606,8513,0,0,347093,INR,2026-08-20T05:41:00Z,BATCH-TATA-0053
PO_B18_000054,PayU Enterprise,BKMS-ORD-834346 BKMS-ORD-606263 BATCH-BKMS-0054,258701,5174,0,0,253527,INR,2026-08-20T05:00:00Z,BATCH-BKMS-0054
PO_B18_000055,Razorpay Nodal,MMTR-ORD-421298 MMTR-ORD-324752 MMTR-ORD-651695 BATCH-MMTR-0055,430180,8603,0,0,421577,INR,2026-08-19T22:11:00Z,BATCH-MMTR-0055
PO_B18_000056,Stripe India,SWIG-INV-517496 PO_B18_000056,415123,7084,0,0,408039,INR,2026-08-19T21:27:00Z,BATCH-SWIG-0056
PO_B18_000057,Cashfree Escrow,TATA-INV-688965 PO_B18_000057,184456,3945,0,0,180511,INR,2026-08-20T18:20:00Z,BATCH-TATA-0057
PO_B18_000058,Razorpay Nodal,BBAS-INV-492690 PO_B18_000058,348573,6325,0,0,342248,INR,2026-08-19T19:08:00Z,BATCH-BBAS-0058
PO_B18_000059,Cashfree Escrow,AMZN-ORD-560608 AMZN-ORD-354445 BATCH-AMZN-0059,270777,5415,0,0,265362,INR,2026-08-20T15:32:00Z,BATCH-AMZN-0059
PO_B18_000060,Stripe India,JIOO-INV-414770 PO_B18_000060,165291,3466,0,0,161825,INR,2026-08-20T21:58:00Z,BATCH-JIOO-0060
PO_B18_000061,Cashfree Escrow,TATA-INV-324189 PO_B18_000061,274297,6719,0,0,267578,INR,2026-08-20T08:41:00Z,BATCH-TATA-0061
PO_B18_000062,Cashfree Escrow,PHNP-INV-230961 PO_B18_000062,206026,3903,0,0,202123,INR,2026-08-20T14:40:00Z,BATCH-PHNP-0062
PO_B18_000063,Stripe India,AMZN-INV-740279 PO_B18_000063,144941,2812,0,0,142129,INR,2026-08-20T16:59:00Z,BATCH-AMZN-0063
PO_B18_000064,PayU Enterprise,ZOMA-INV-575649 PO_B18_000064,98710,1903,0,0,96807,INR,2026-08-20T08:43:00Z,BATCH-ZOMA-0064
PO_B18_000065,PayU Enterprise,NYKA-INV-155732 PO_B18_000065,271278,5411,0,0,265867,INR,2026-08-20T07:52:00Z,BATCH-NYKA-0065
PO_B18_000066,Cashfree Escrow,MYNT-INV-548777 PO_B18_000066,152899,3009,0,0,149890,INR,2026-08-19T18:41:00Z,BATCH-MYNT-0066
PO_B18_000067,Cashfree Escrow,PHNP-INV-408135 PO_B18_000067,232411,3791,0,0,228620,INR,2026-08-19T19:45:00Z,BATCH-PHNP-0067
PO_B18_000068,PayU Enterprise,JIOO-INV-901710 PO_B18_000068,153324,2818,0,0,150506,INR,2026-08-20T12:57:00Z,BATCH-JIOO-0068
PO_B18_000069,Stripe India,MMTR-INV-882468 PO_B18_000069,95564,1675,0,0,93889,INR,2026-08-20T23:55:00Z,BATCH-MMTR-0069
PO_B18_000070,PayU Enterprise,JIOO-INV-861922 PO_B18_000070,382197,7187,0,0,375010,INR,2026-08-20T06:30:00Z,BATCH-JIOO-0070
PO_B18_000071,Razorpay Nodal,OLAA-EXC-799278-UNRESOLVED,231048,4610,0,0,226438,INR,2026-08-20T17:04:00Z,HOLD-ESCROW
PO_B18_000072,Razorpay Nodal,BLNK-INV-136087 PO_B18_000072,449326,10407,0,0,438919,INR,2026-08-19T18:51:00Z,BATCH-BLNK-0072
PO_B18_000073,PayU Enterprise,ZOMA-INV-291144 PO_B18_000073,208832,3677,0,0,205155,INR,2026-08-20T09:12:00Z,BATCH-ZOMA-0073
PO_B18_000074,PayU Enterprise,NYKA-ORD-594689 NYKA-ORD-928544 BATCH-NYKA-0074,421635,8432,0,0,413203,INR,2026-08-20T17:24:00Z,BATCH-NYKA-0074
PO_B18_000075,Cashfree Escrow,PAYT-ORD-459923 PAYT-ORD-395844 BATCH-PAYT-0075,192632,3852,0,0,188780,INR,2026-08-19T22:51:00Z,BATCH-PAYT-0075
PO_B18_000076,Stripe India,SWIG-INV-640390 PO_B18_000076,77074,1218,0,0,75856,INR,2026-08-19T21:03:00Z,BATCH-SWIG-0076
PO_B18_000077,Razorpay Nodal,FLPK-INV-485206 PO_B18_000077,396628,7650,0,0,388978,INR,2026-08-20T08:11:00Z,BATCH-FLPK-0077
PO_B18_000078,PayU Enterprise,JIOO-INV-854031 PO_B18_000078,142187,3381,0,0,138806,INR,2026-08-20T17:33:00Z,BATCH-JIOO-0078
PO_B18_000079,Stripe India,BLNK-ORD-913629 BLNK-ORD-142637 BATCH-BLNK-0079,57258,1145,0,0,56113,INR,2026-08-20T19:12:00Z,BATCH-BLNK-0079
PO_B18_000080,PayU Enterprise,MYNT-ORD-892137 MYNT-ORD-137114 BATCH-MYNT-0080,302144,6042,0,0,296102,INR,2026-08-20T04:07:00Z,BATCH-MYNT-0080
PO_B18_000081,PayU Enterprise,ZOMA-INV-117384 PO_B18_000081,183347,3418,0,0,179929,INR,2026-08-20T13:40:00Z,BATCH-ZOMA-0081
PO_B18_000082,PayU Enterprise,JIOO-ORD-274392 JIOO-ORD-902689 BATCH-JIOO-0082,259654,5193,0,0,254461,INR,2026-08-19T23:31:00Z,BATCH-JIOO-0082
PO_B18_000083,BillDesk Settlement,OLAA-EXC-656155-UNRESOLVED,299696,5983,0,0,293713,INR,2026-08-21T06:23:00Z,HOLD-ESCROW
PO_B18_000084,Cashfree Escrow,TATA-INV-292909 PO_B18_000084,385627,5976,0,0,379651,INR,2026-08-20T20:27:00Z,BATCH-TATA-0084
PO_B18_000085,Razorpay Nodal,ZOMA-INV-455448 PO_B18_000085,37713,826,0,0,36887,INR,2026-08-20T04:02:00Z,BATCH-ZOMA-0085
PO_B18_000086,PayU Enterprise,PAYT-INV-969847 PO_B18_000086,235353,3848,0,0,231505,INR,2026-08-20T00:39:00Z,BATCH-PAYT-0086
PO_B18_000087,Razorpay Nodal,PHNP-ORD-813541 PHNP-ORD-637923 PHNP-ORD-195838 BATCH-PHNP-0087,525406,10508,0,0,514898,INR,2026-08-20T20:56:00Z,BATCH-PHNP-0087
PO_B18_000088,Razorpay Nodal,PHNP-EXC-645370-UNRESOLVED,226341,4516,0,0,221825,INR,2026-08-21T05:27:00Z,HOLD-ESCROW
PO_B18_000089,Cashfree Escrow,AMZN-ORD-235893 AMZN-ORD-164894 BATCH-AMZN-0089,335852,6717,0,0,329135,INR,2026-08-20T15:07:00Z,BATCH-AMZN-0089
PO_B18_000090,PayU Enterprise,TATA-ORD-871768 TATA-ORD-882963 TATA-ORD-499709 BATCH-TATA-0090,375653,7513,0,0,368140,INR,2026-08-20T03:04:00Z,BATCH-TATA-0090
PO_B18_000091,Stripe India,JIOO-INV-812494 PO_B18_000091,94274,1812,0,0,92462,INR,2026-08-20T01:03:00Z,BATCH-JIOO-0091
PO_B18_000092,BillDesk Settlement,UBER-EXC-477495-UNRESOLVED,232504,4640,0,0,227864,INR,2026-08-20T18:20:00Z,HOLD-ESCROW
PO_B18_000093,Stripe India,BKMS-INV-673408 PO_B18_000093,370357,5724,0,0,364633,INR,2026-08-20T08:09:00Z,BATCH-BKMS-0093
PO_B18_000094,Razorpay Nodal,AMZN-ORD-203827 AMZN-ORD-181935 BATCH-AMZN-0094,256084,5121,0,0,250963,INR,2026-08-20T08:10:00Z,BATCH-AMZN-0094
PO_B18_000095,BillDesk Settlement,MYNT-ORD-464196 MYNT-ORD-616508 BATCH-MYNT-0095,151876,3037,0,0,148839,INR,2026-08-20T05:45:00Z,BATCH-MYNT-0095
PO_B18_000096,Cashfree Escrow,SWIG-INV-793729 PO_B18_000096,424763,8212,0,0,416551,INR,2026-08-20T16:31:00Z,BATCH-SWIG-0096
PO_B18_000097,BillDesk Settlement,JIOO-INV-706400 PO_B18_000097,81005,1786,0,0,79219,INR,2026-08-20T20:38:00Z,BATCH-JIOO-0097
PO_B18_000098,Razorpay Nodal,SWIG-INV-155131 PO_B18_000098,272731,6090,0,0,266641,INR,2026-08-20T02:17:00Z,BATCH-SWIG-0098
PO_B18_000099,BillDesk Settlement,OLAA-INV-933824 PO_B18_000099,217420,5031,0,0,212389,INR,2026-08-20T14:24:00Z,BATCH-OLAA-0099
PO_B18_000100,Cashfree Escrow,BBAS-EXC-621611-UNRESOLVED,119035,2370,0,0,116665,INR,2026-08-20T13:48:00Z,HOLD-ESCROW
PO_B18_000101,Razorpay Nodal,MMTR-ORD-347770 MMTR-ORD-589334 MMTR-ORD-147381 BATCH-MMTR-0101,358886,7177,0,0,351709,INR,2026-08-20T13:48:00Z,BATCH-MMTR-0101
PO_B18_000102,PayU Enterprise,PAYT-INV-498158 PO_B18_000102,169179,3089,0,0,166090,INR,2026-08-19T15:05:00Z,BATCH-PAYT-0102
PO_B18_000103,Stripe India,UBER-ORD-188933 UBER-ORD-848723 BATCH-UBER-0103,291026,5820,0,0,285206,INR,2026-08-20T03:17:00Z,BATCH-UBER-0103
PO_B18_000104,Stripe India,ZOMA-INV-178120 PO_B18_000104,253197,4127,0,0,249070,INR,2026-08-20T19:03:00Z,BATCH-ZOMA-0104
PO_B18_000105,BillDesk Settlement,SWIG-INV-370605 PO_B18_000105,180769,4497,0,0,176272,INR,2026-08-20T12:59:00Z,BATCH-SWIG-0105
PO_B18_000106,PayU Enterprise,TATA-INV-574970 PO_B18_000106,315822,4868,0,0,310954,INR,2026-08-20T02:44:00Z,BATCH-TATA-0106
PO_B18_000107,BillDesk Settlement,FLPK-INV-849498 PO_B18_000107,298785,5107,0,0,293678,INR,2026-08-20T09:29:00Z,BATCH-FLPK-0107
