transaction_id,customer_reference,order_id,gross_amount_minor,net_amount_minor,currency,created_at,counterparty_name,payment_method,status
TXN_B10_000001,JIOO-ORD-931366,ORD-JIOO-ORD-931366,97613,95661,INR,2026-08-11T12:07:00Z,Reliance Retail / Jio Platforms,RTGS,SETTLED
TXN_B10_000002,JIOO-ORD-333987,ORD-JIOO-ORD-333987,71067,69646,INR,2026-08-11T12:22:00Z,Reliance Retail / Jio Platforms,RTGS,SETTLED
TXN_B10_000003,JIOO-ORD-363374,ORD-JIOO-ORD-363374,239879,235082,INR,2026-08-11T12:37:00Z,Reliance Retail / Jio Platforms,RTGS,SETTLED
TXN_B10_000004,NYKA-ORD-234691,ORD-NYKA-ORD-234691,93429,91561,INR,2026-08-11T19:49:00Z,Nykaa E-Retail Pvt Ltd,UPI,SETTLED
TXN_B10_000005,NYKA-ORD-400347,ORD-NYKA-ORD-400347,88964,87185,INR,2026-08-11T20:04:00Z,Nykaa E-Retail Pvt Ltd,UPI,SETTLED
TXN_B10_000006,OLAA-ORD-318922,ORD-OLAA-ORD-318922,126360,123833,INR,2026-08-11T12:57:00Z,Ola ANI Technologies,NEFT,SETTLED
TXN_B10_000007,OLAA-ORD-309485,ORD-OLAA-ORD-309485,245339,240433,INR,2026-08-11T13:12:00Z,Ola ANI Technologies,NEFT,SETTLED
TXN_B10_000008,OLAA-ORD-130972,ORD-OLAA-ORD-130972,198768,194793,INR,2026-08-11T13:27:00Z,Ola ANI Technologies,NEFT,SETTLED
TXN_B10_000009,SWIG-INV-502469,ORD-SWIG-INV-502469,386034,377915,INR,2026-08-12T03:35:00Z,Swiggy Bundl Technologies,DebitCard,SETTLED
TXN_B10_000010,MMTR-INV-916414,ORD-MMTR-INV-916414,409782,402451,INR,2026-08-12T05:45:00Z,MakeMyTrip India Pvt Ltd,UPI,SETTLED
TXN_B10_000011,MMTR-INV-546523,ORD-MMTR-INV-546523,160446,157481,INR,2026-08-11T18:36:00Z,MakeMyTrip India Pvt Ltd,CreditCard,SETTLED
TXN_B10_000012,MMTR-INV-668296,ORD-MMTR-INV-668296,194892,190892,INR,2026-08-11T17:07:00Z,MakeMyTrip India Pvt Ltd,NEFT,SETTLED
TXN_B10_000013,OLAA-ORD-775360,ORD-OLAA-ORD-775360,16782,16447,INR,2026-08-11T11:45:00Z,Ola ANI Technologies,NEFT,SETTLED
TXN_B10_000014,OLAA-ORD-348128,ORD-OLAA-ORD-348128,103222,101158,INR,2026-08-11T12:00:00Z,Ola ANI Technologies,NEFT,SETTLED
TXN_B10_000015,OLAA-ORD-204015,ORD-OLAA-ORD-204015,170825,167409,INR,2026-08-11T12:15:00Z,Ola ANI Technologies,NEFT,SETTLED
TXN_B10_000016,JIOO-ORD-587582,ORD-JIOO-ORD-587582,52787,51732,INR,2026-08-12T05:47:00Z,Reliance Retail / Jio Platforms,RTGS,SETTLED
TXN_B10_000017,JIOO-ORD-589432,ORD-JIOO-ORD-589432,37070,36329,INR,2026-08-12T06:02:00Z,Reliance Retail / Jio Platforms,RTGS,SETTLED
TXN_B10_000018,AMZN-INV-606229,ORD-AMZN-INV-606229,215835,211889,INR,2026-08-11T16:05:00Z,Amazon Seller Services India,NetBanking,SETTLED
TXN_B10_000019,BLNK-INV-293940,ORD-BLNK-INV-293940,37182,36470,INR,2026-08-12T01:09:00Z,Blinkit Commerce Pvt Ltd,RTGS,SETTLED
TXN_B10_000020,PHNP-INV-119745,ORD-PHNP-INV-119745,146945,144243,INR,2026-08-11T09:06:00Z,PhonePe Payment Services,DebitCard,SETTLED
TXN_B10_000021,ZOMA-INV-249740,ORD-ZOMA-INV-249740,403791,394530,INR,2026-08-12T02:31:00Z,Zomato Limited,DebitCard,SETTLED
TXN_B10_000022,BLNK-EXC-358819,ORD-BLNK-EXC-358819,94758,92863,INR,2026-08-11T09:13:00Z,Blinkit Commerce Pvt Ltd,RTGS,PENDING
TXN_B10_000023,BLNK-INV-333734,ORD-BLNK-INV-333734,287887,281211,INR,2026-08-11T13:11:00Z,Blinkit Commerce Pvt Ltd,RTGS,SETTLED
TXN_B10_000024,BBAS-INV-954151,ORD-BBAS-INV-954151,361853,355049,INR,2026-08-12T00:04:00Z,BigBasket Supermarket Grocery,UPI,SETTLED
TXN_B10_000025,UBER-INV-325150,ORD-UBER-INV-325150,330218,324164,INR,2026-08-11T12:54:00Z,Uber India Systems Pvt Ltd,DebitCard,SETTLED
TXN_B10_000026,NYKA-ORD-425681,ORD-NYKA-ORD-425681,72724,71270,INR,2026-08-11T18:30:00Z,Nykaa E-Retail Pvt Ltd,NEFT,SETTLED
TXN_B10_000027,NYKA-ORD-551668,ORD-NYKA-ORD-551668,39648,38856,INR,2026-08-11T18:45:00Z,Nykaa E-Retail Pvt Ltd,NEFT,SETTLED
TXN_B10_000028,NYKA-ORD-919074,ORD-NYKA-ORD-919074,223460,218991,INR,2026-08-11T19:00:00Z,Nykaa E-Retail Pvt Ltd,NEFT,SETTLED
TXN_B10_000029,BLNK-INV-911575,ORD-BLNK-INV-911575,26935,26314,INR,2026-08-11T15:30:00Z,Blinkit Commerce Pvt Ltd,NEFT,SETTLED
TXN_B10_000030,AMZN-INV-354317,ORD-AMZN-INV-354317,384703,377304,INR,2026-08-12T01:57:00Z,Amazon Seller Services India,UPI,SETTLED
TXN_B10_000031,UBER-INV-857763,ORD-UBER-INV-857763,36722,36156,INR,2026-08-11T11:27:00Z,Uber India Systems Pvt Ltd,UPI,SETTLED
TXN_B10_000032,BLNK-INV-532562,ORD-BLNK-INV-532562,379641,371559,INR,2026-08-12T03:40:00Z,Blinkit Commerce Pvt Ltd,NetBanking,SETTLED
TXN_B10_000033,ZOMA-INV-921143,ORD-ZOMA-INV-921143,398627,391073,INR,2026-08-11T12:24:00Z,Zomato Limited,UPI,SETTLED
TXN_B10_000034,BLNK-INV-321103,ORD-BLNK-INV-321103,305129,297766,INR,2026-08-12T00:47:00Z,Blinkit Commerce Pvt Ltd,DebitCard,SETTLED
TXN_B10_000035,AMZN-INV-428843,ORD-AMZN-INV-428843,61580,60176,INR,2026-08-11T22:11:00Z,Amazon Seller Services India,RTGS,SETTLED
TXN_B10_000036,PAYT-INV-902205,ORD-PAYT-INV-902205,393275,386510,INR,2026-08-12T02:15:00Z,Paytm One97 Communications,RTGS,SETTLED
TXN_B10_000037,MYNT-INV-590042,ORD-MYNT-INV-590042,379565,373069,INR,2026-08-11T09:49:00Z,Myntra Designs Pvt Ltd,DebitCard,SETTLED
TXN_B10_000038,FLPK-INV-254429,ORD-FLPK-INV-254429,230356,226595,INR,2026-08-12T00:11:00Z,Flipkart Internet Pvt Ltd,NetBanking,SETTLED
TXN_B10_000039,BLNK-INV-286008,ORD-BLNK-INV-286008,438572,428499,INR,2026-08-12T02:37:00Z,Blinkit Commerce Pvt Ltd,NEFT,SETTLED
TXN_B10_000040,PHNP-INV-334903,ORD-PHNP-INV-334903,389879,383564,INR,2026-08-11T10:22:00Z,PhonePe Payment Services,RTGS,SETTLED
TXN_B10_000041,NYKA-EXC-372453,ORD-NYKA-EXC-372453,94796,92901,INR,2026-08-11T17:52:00Z,Nykaa E-Retail Pvt Ltd,UPI,PENDING
TXN_B10_000042,SWIG-INV-503912,ORD-SWIG-INV-503912,307377,301276,INR,2026-08-12T01:46:00Z,Swiggy Bundl Technologies,RTGS,SETTLED
TXN_B10_000043,SWIG-INV-565930,ORD-SWIG-INV-565930,186704,183187,INR,2026-08-11T17:11:00Z,Swiggy Bundl Technologies,NEFT,SETTLED
TXN_B10_000044,NYKA-INV-939554,ORD-NYKA-INV-939554,421803,414255,INR,2026-08-11T19:23:00Z,Nykaa E-Retail Pvt Ltd,UPI,SETTLED
TXN_B10_000045,AMZN-INV-125167,ORD-AMZN-INV-125167,368196,360073,INR,2026-08-12T04:55:00Z,Amazon Seller Services India,NEFT,SETTLED
TXN_B10_000046,SWIG-INV-420440,ORD-SWIG-INV-420440,294462,289662,INR,2026-08-12T03:31:00Z,Swiggy Bundl Technologies,CreditCard,SETTLED
TXN_B10_000047,TATA-ORD-538672,ORD-TATA-ORD-538672,174816,171320,INR,2026-08-11T12:00:00Z,Tata Digital Private Limited,NEFT,SETTLED
TXN_B10_000048,TATA-ORD-605969,ORD-TATA-ORD-605969,42209,41365,INR,2026-08-11T12:15:00Z,Tata Digital Private Limited,NEFT,SETTLED
TXN_B10_000049,TATA-ORD-418866,ORD-TATA-ORD-418866,88420,86652,INR,2026-08-11T12:30:00Z,Tata Digital Private Limited,NEFT,SETTLED
TXN_B10_000050,PHNP-INV-932450,ORD-PHNP-INV-932450,120172,118224,INR,2026-08-11T11:04:00Z,PhonePe Payment Services,NEFT,SETTLED
TXN_B10_000051,BBAS-ORD-309608,ORD-BBAS-ORD-309608,195962,192043,INR,2026-08-12T03:50:00Z,BigBasket Supermarket Grocery,DebitCard,SETTLED
TXN_B10_000052,BBAS-ORD-951480,ORD-BBAS-ORD-951480,239235,234451,INR,2026-08-12T04:05:00Z,BigBasket Supermarket Grocery,DebitCard,SETTLED
TXN_B10_000053,BBAS-ORD-877973,ORD-BBAS-ORD-877973,39776,38981,INR,2026-08-12T04:20:00Z,BigBasket Supermarket Grocery,DebitCard,SETTLED
TXN_B10_000054,OLAA-INV-587093,ORD-OLAA-INV-587093,341076,333671,INR,2026-08-11T22:55:00Z,Ola ANI Technologies,NEFT,SETTLED
TXN_B10_000055,ZOMA-INV-416522,ORD-ZOMA-INV-416522,55223,54354,INR,2026-08-11T12:30:00Z,Zomato Limited,NEFT,SETTLED
TXN_B10_000056,BBAS-INV-973110,ORD-BBAS-INV-973110,413029,405747,INR,2026-08-11T14:11:00Z,BigBasket Supermarket Grocery,UPI,SETTLED
TXN_B10_000057,MMTR-INV-438872,ORD-MMTR-INV-438872,129075,125963,INR,2026-08-12T08:22:00Z,MakeMyTrip India Pvt Ltd,NetBanking,SETTLED
TXN_B10_000058,MMTR-ORD-983296,ORD-MMTR-ORD-983296,41933,41095,INR,2026-08-11T22:36:00Z,MakeMyTrip India Pvt Ltd,RTGS,SETTLED
TXN_B10_000059,MMTR-ORD-803521,ORD-MMTR-ORD-803521,140029,137229,INR,2026-08-11T22:51:00Z,MakeMyTrip India Pvt Ltd,RTGS,SETTLED
TXN_B10_000060,UBER-ORD-252218,ORD-UBER-ORD-252218,21825,21389,INR,2026-08-11T10:59:00Z,Uber India Systems Pvt Ltd,UPI,SETTLED
TXN_B10_000061,UBER-ORD-937993,ORD-UBER-ORD-937993,196181,192258,INR,2026-08-11T11:14:00Z,Uber India Systems Pvt Ltd,UPI,SETTLED
TXN_B10_000062,UBER-ORD-283318,ORD-UBER-ORD-283318,191841,188005,INR,2026-08-11T11:29:00Z,Uber India Systems Pvt Ltd,UPI,SETTLED
TXN_B10_000063,AMZN-INV-729295,ORD-AMZN-INV-729295,69874,68670,INR,2026-08-12T02:35:00Z,Amazon Seller Services India,UPI,SETTLED
TXN_B10_000064,AMZN-INV-507207,ORD-AMZN-INV-507207,338149,331526,INR,2026-08-11T22:39:00Z,Amazon Seller Services India,RTGS,SETTLED
TXN_B10_000065,ZOMA-INV-467781,ORD-ZOMA-INV-467781,417824,407603,INR,2026-08-12T00:12:00Z,Zomato Limited,DebitCard,SETTLED
TXN_B10_000066,BLNK-INV-867166,ORD-BLNK-INV-867166,121273,119075,INR,2026-08-11T20:27:00Z,Blinkit Commerce Pvt Ltd,CreditCard,SETTLED
TXN_B10_000067,FLPK-ORD-831363,ORD-FLPK-ORD-831363,198995,195016,INR,2026-08-11T10:19:00Z,Flipkart Internet Pvt Ltd,NetBanking,SETTLED
TXN_B10_000068,FLPK-ORD-208952,ORD-FLPK-ORD-208952,36945,36207,INR,2026-08-11T10:34:00Z,Flipkart Internet Pvt Ltd,NetBanking,SETTLED
TXN_B10_000069,TATA-INV-691712,ORD-TATA-INV-691712,179451,176598,INR,2026-08-11T19:41:00Z,Tata Digital Private Limited,DebitCard,SETTLED
TXN_B10_000070,FLPK-INV-204347,ORD-FLPK-INV-204347,403015,396485,INR,2026-08-12T03:50:00Z,Flipkart Internet Pvt Ltd,NetBanking,SETTLED
TXN_B10_000071,FLPK-INV-245346,ORD-FLPK-INV-245346,254203,249955,INR,2026-08-11T13:28:00Z,Flipkart Internet Pvt Ltd,CreditCard,SETTLED
TXN_B10_000072,MYNT-INV-325911,ORD-MYNT-INV-325911,116075,114308,INR,2026-08-12T05:05:00Z,Myntra Designs Pvt Ltd,DebitCard,SETTLED
TXN_B10_000073,SWIG-INV-839450,ORD-SWIG-INV-839450,106292,104475,INR,2026-08-11T14:40:00Z,Swiggy Bundl Technologies,RTGS,SETTLED
TXN_B10_000074,JIOO-INV-800920,ORD-JIOO-INV-800920,388694,382502,INR,2026-08-12T03:35:00Z,Reliance Retail / Jio Platforms,RTGS,SETTLED
TXN_B10_000075,MMTR-ORD-994632,ORD-MMTR-ORD-994632,123970,121491,INR,2026-08-12T03:06:00Z,MakeMyTrip India Pvt Ltd,UPI,SETTLED
