transaction_id,customer_reference,order_id,gross_amount_minor,net_amount_minor,currency,created_at,counterparty_name,payment_method,status
TXN_B08_000001,OLAA-INV-387420,ORD-OLAA-INV-387420,278669,271826,INR,2026-08-09T22:56:00Z,Ola ANI Technologies,RTGS,SETTLED
TXN_B08_000002,BKMS-INV-620325,ORD-BKMS-INV-620325,423140,414609,INR,2026-08-09T10:57:00Z,BookMyShow Bigtree Entertainment,DebitCard,SETTLED
TXN_B08_000003,SWIG-INV-681988,ORD-SWIG-INV-681988,215847,212290,INR,2026-08-09T11:43:00Z,Swiggy Bundl Technologies,NetBanking,SETTLED
TXN_B08_000004,TATA-INV-523901,ORD-TATA-INV-523901,396657,387477,INR,2026-08-09T10:23:00Z,Tata Digital Private Limited,NEFT,SETTLED
TXN_B08_000005,AMZN-ORD-121596,ORD-AMZN-ORD-121596,41748,40914,INR,2026-08-10T06:39:00Z,Amazon Seller Services India,CreditCard,SETTLED
TXN_B08_000006,AMZN-ORD-531182,ORD-AMZN-ORD-531182,196658,192725,INR,2026-08-10T06:54:00Z,Amazon Seller Services India,CreditCard,SETTLED
TXN_B08_000007,NYKA-INV-886005,ORD-NYKA-INV-886005,119030,116103,INR,2026-08-09T19:17:00Z,Nykaa E-Retail Pvt Ltd,CreditCard,SETTLED
TXN_B08_000008,MMTR-ORD-432840,ORD-MMTR-ORD-432840,57221,56077,INR,2026-08-09T10:51:00Z,MakeMyTrip India Pvt Ltd,UPI,SETTLED
TXN_B08_000009,MMTR-ORD-362169,ORD-MMTR-ORD-362169,239561,234770,INR,2026-08-09T11:06:00Z,MakeMyTrip India Pvt Ltd,UPI,SETTLED
TXN_B08_000010,MMTR-ORD-615706,ORD-MMTR-ORD-615706,26341,25815,INR,2026-08-09T11:21:00Z,MakeMyTrip India Pvt Ltd,UPI,SETTLED
TXN_B08_000011,FLPK-INV-997172,ORD-FLPK-INV-997172,348147,340835,INR,2026-08-09T14:23:00Z,Flipkart Internet Pvt Ltd,NEFT,SETTLED
TXN_B08_000012,PAYT-INV-505892,ORD-PAYT-INV-505892,293822,288562,INR,2026-08-10T06:03:00Z,Paytm One97 Communications,DebitCard,SETTLED
TXN_B08_000013,SWIG-INV-562603,ORD-SWIG-INV-562603,84517,82957,INR,2026-08-09T18:07:00Z,Swiggy Bundl Technologies,CreditCard,SETTLED
TXN_B08_000014,UBER-INV-923940,ORD-UBER-INV-923940,70376,69262,INR,2026-08-10T04:36:00Z,Uber India Systems Pvt Ltd,DebitCard,SETTLED
