payout_id,gateway_name,gateway_reference,gross_amount_minor,processing_fee_minor,refund_amount_minor,chargeback_amount_minor,net_settlement_amount_minor,currency,settlement_timestamp,batch_token
PO_B14_000001,Stripe India,JIOO-INV-434095 PO_B14_000001,40086,996,0,0,39090,INR,2026-08-16T18:47:00Z,BATCH-JIOO-0001
PO_B14_000002,Razorpay Nodal,OLAA-INV-974570 PO_B14_000002,219978,3570,0,0,216408,INR,2026-08-16T18:00:00Z,BATCH-OLAA-0002
PO_B14_000003,PayU Enterprise,MMTR-INV-533421 PO_B14_000003,193059,3913,0,0,189146,INR,2026-08-16T16:10:00Z,BATCH-MMTR-0003
PO_B14_000004,Stripe India,UBER-INV-702980 PO_B14_000004,103294,1617,0,0,101677,INR,2026-08-16T08:42:00Z,BATCH-UBER-0004
PO_B14_000005,Stripe India,MMTR-INV-873981 PO_B14_000005,445035,10394,0,0,434641,INR,2026-08-16T00:49:00Z,BATCH-MMTR-0005
PO_B14_000006,Stripe India,BKMS-EXC-946456-UNRESOLVED,177761,3545,0,0,174216,INR,2026-08-16T22:31:00Z,HOLD-ESCROW
PO_B14_000007,Cashfree Escrow,BKMS-INV-911682 PO_B14_000007,36069,719,0,0,35350,INR,2026-08-16T06:52:00Z,BATCH-BKMS-0007
PO_B14_000008,PayU Enterprise,UBER-INV-736594 PO_B14_000008,123164,2898,0,0,120266,INR,2026-08-16T19:15:00Z,BATCH-UBER-0008
PO_B14_000009,Razorpay Nodal,SWIG-INV-402068 PO_B14_000009,145591,3281,0,0,142310,INR,2026-08-16T07:17:00Z,BATCH-SWIG-0009
PO_B14_000010,Stripe India,ZOMA-INV-589856 PO_B14_000010,117956,1775,0,0,116181,INR,2026-08-16T19:11:00Z,BATCH-ZOMA-0010
PO_B14_000011,Razorpay Nodal,PHNP-EXC-916674-UNRESOLVED,75296,1495,0,0,73801,INR,2026-08-17T03:56:00Z,HOLD-ESCROW
PO_B14_000012,Razorpay Nodal,AMZN-ORD-996688 AMZN-ORD-193846 BATCH-AMZN-0012,366348,7326,0,0,359022,INR,2026-08-16T10:23:00Z,BATCH-AMZN-0012
PO_B14_000013,BillDesk Settlement,PHNP-INV-947837 PO_B14_000013,232979,5363,0,0,227616,INR,2026-08-16T17:22:00Z,BATCH-PHNP-0013
PO_B14_000014,Cashfree Escrow,JIOO-INV-463470 PO_B14_000014,104987,2577,0,0,102410,INR,2026-08-16T17:19:00Z,BATCH-JIOO-0014
PO_B14_000015,Cashfree Escrow,PHNP-INV-754073 PO_B14_000015,143559,2967,0,0,140592,INR,2026-08-16T00:37:00Z,BATCH-PHNP-0015
PO_B14_000016,BillDesk Settlement,NYKA-ORD-984452 NYKA-ORD-302183 BATCH-NYKA-0016,132119,2642,0,0,129477,INR,2026-08-15T22:16:00Z,BATCH-NYKA-0016
PO_B14_000017,Razorpay Nodal,PHNP-INV-858785 PO_B14_000017,239180,4427,0,0,234753,INR,2026-08-15T19:58:00Z,BATCH-PHNP-0017
PO_B14_000018,Cashfree Escrow,UBER-ORD-326834 UBER-ORD-730838 BATCH-UBER-0018,265305,5306,0,0,259999,INR,2026-08-16T00:24:00Z,BATCH-UBER-0018
PO_B14_000019,Razorpay Nodal,BLNK-EXC-870687-UNRESOLVED,261496,5219,0,0,256277,INR,2026-08-16T14:37:00Z,HOLD-ESCROW
PO_B14_000020,BillDesk Settlement,SWIG-INV-934032 PO_B14_000020,168065,2697,0,0,165368,INR,2026-08-16T09:10:00Z,BATCH-SWIG-0020
PO_B14_000021,BillDesk Settlement,PHNP-INV-758823 PO_B14_000021,309542,6026,0,0,303516,INR,2026-08-15T23:53:00Z,BATCH-PHNP-0021
PO_B14_000022,BillDesk Settlement,JIOO-ORD-271697 JIOO-ORD-810648 BATCH-JIOO-0022,156782,3135,0,0,153647,INR,2026-08-16T09:50:00Z,BATCH-JIOO-0022
PO_B14_000023,Razorpay Nodal,PAYT-ORD-358148 PAYT-ORD-397359 PAYT-ORD-747400 BATCH-PAYT-0023,588524,11770,0,0,576754,INR,2026-08-15T22:45:00Z,BATCH-PAYT-0023
PO_B14_000024,PayU Enterprise,PHNP-EXC-201228-UNRESOLVED,186753,3725,0,0,183028,INR,2026-08-17T00:59:00Z,HOLD-ESCROW
PO_B14_000025,PayU Enterprise,OLAA-INV-853809 PO_B14_000025,384099,9545,0,0,374554,INR,2026-08-16T11:52:00Z,BATCH-OLAA-0025
PO_B14_000026,PayU Enterprise,PHNP-ORD-932080 PHNP-ORD-404366 PHNP-ORD-382920 BATCH-PHNP-0026,401635,8032,0,0,393603,INR,2026-08-16T15:54:00Z,BATCH-PHNP-0026
