transaction_id,customer_reference,order_id,gross_amount_minor,net_amount_minor,currency,created_at,counterparty_name,payment_method,status
TXN_B14_000001,JIOO-INV-434095,ORD-JIOO-INV-434095,40086,39090,INR,2026-08-16T06:47:00Z,Reliance Retail / Jio Platforms,CreditCard,SETTLED
TXN_B14_000002,OLAA-INV-974570,ORD-OLAA-INV-974570,219978,216408,INR,2026-08-16T07:00:00Z,Ola ANI Technologies,UPI,SETTLED
TXN_B14_000003,MMTR-INV-533421,ORD-MMTR-INV-533421,193059,189146,INR,2026-08-16T08:10:00Z,MakeMyTrip India Pvt Ltd,DebitCard,SETTLED
TXN_B14_000004,UBER-INV-702980,ORD-UBER-INV-702980,103294,101677,INR,2026-08-16T00:42:00Z,Uber India Systems Pvt Ltd,UPI,SETTLED
TXN_B14_000005,MMTR-INV-873981,ORD-MMTR-INV-873981,445035,434641,INR,2026-08-15T13:49:00Z,MakeMyTrip India Pvt Ltd,DebitCard,SETTLED
TXN_B14_000006,BKMS-EXC-946456,ORD-BKMS-EXC-946456,177261,173716,INR,2026-08-15T22:31:00Z,BookMyShow Bigtree Entertainment,CreditCard,PENDING
TXN_B14_000007,BKMS-INV-911682,ORD-BKMS-INV-911682,36069,35350,INR,2026-08-15T12:52:00Z,BookMyShow Bigtree Entertainment,DebitCard,SETTLED
TXN_B14_000008,UBER-INV-736594,ORD-UBER-INV-736594,123164,120266,INR,2026-08-16T07:15:00Z,Uber India Systems Pvt Ltd,UPI,SETTLED
TXN_B14_000009,SWIG-INV-402068,ORD-SWIG-INV-402068,145591,142310,INR,2026-08-15T22:17:00Z,Swiggy Bundl Technologies,NEFT,SETTLED
TXN_B14_000010,ZOMA-INV-589856,ORD-ZOMA-INV-589856,117956,116181,INR,2026-08-16T07:11:00Z,Zomato Limited,NEFT,SETTLED
TXN_B14_000011,PHNP-EXC-916674,ORD-PHNP-EXC-916674,74796,73301,INR,2026-08-16T03:56:00Z,PhonePe Payment Services,UPI,PENDING
TXN_B14_000012,AMZN-ORD-996688,ORD-AMZN-ORD-996688,130374,127767,INR,2026-08-15T22:23:00Z,Amazon Seller Services India,RTGS,SETTLED
TXN_B14_000013,AMZN-ORD-193846,ORD-AMZN-ORD-193846,235974,231255,INR,2026-08-15T22:38:00Z,Amazon Seller Services India,RTGS,SETTLED
TXN_B14_000014,PHNP-INV-947837,ORD-PHNP-INV-947837,232979,227616,INR,2026-08-16T08:22:00Z,PhonePe Payment Services,RTGS,SETTLED
TXN_B14_000015,JIOO-INV-463470,ORD-JIOO-INV-463470,104987,102410,INR,2026-08-16T01:19:00Z,Reliance Retail / Jio Platforms,NEFT,SETTLED
TXN_B14_000016,PHNP-INV-754073,ORD-PHNP-INV-754073,143559,140592,INR,2026-08-15T16:37:00Z,PhonePe Payment Services,DebitCard,SETTLED
TXN_B14_000017,NYKA-ORD-984452,ORD-NYKA-ORD-984452,58637,57465,INR,2026-08-15T10:16:00Z,Nykaa E-Retail Pvt Ltd,CreditCard,SETTLED
TXN_B14_000018,NYKA-ORD-302183,ORD-NYKA-ORD-302183,73482,72013,INR,2026-08-15T10:31:00Z,Nykaa E-Retail Pvt Ltd,CreditCard,SETTLED
TXN_B14_000019,PHNP-INV-858785,ORD-PHNP-INV-858785,239180,234753,INR,2026-08-15T09:58:00Z,PhonePe Payment Services,CreditCard,SETTLED
TXN_B14_000020,UBER-ORD-326834,ORD-UBER-ORD-326834,62372,61125,INR,2026-08-15T12:24:00Z,Uber India Systems Pvt Ltd,RTGS,SETTLED
TXN_B14_000021,UBER-ORD-730838,ORD-UBER-ORD-730838,202933,198875,INR,2026-08-15T12:39:00Z,Uber India Systems Pvt Ltd,RTGS,SETTLED
TXN_B14_000022,BLNK-EXC-870687,ORD-BLNK-EXC-870687,260996,255777,INR,2026-08-15T14:37:00Z,Blinkit Commerce Pvt Ltd,CreditCard,PENDING
TXN_B14_000023,SWIG-INV-934032,ORD-SWIG-INV-934032,168065,165368,INR,2026-08-16T01:10:00Z,Swiggy Bundl Technologies,DebitCard,SETTLED
