transaction_id,customer_reference,order_id,gross_amount_minor,net_amount_minor,currency,created_at,counterparty_name,payment_method,status
TXN_B06_000001,PAYT-INV-270474,ORD-PAYT-INV-270474,245697,240165,INR,2026-08-07T21:23:00Z,Paytm One97 Communications,CreditCard,SETTLED
TXN_B06_000002,PHNP-EXC-578199,ORD-PHNP-EXC-578199,241030,236210,INR,2026-08-08T01:00:00Z,PhonePe Payment Services,NEFT,PENDING
TXN_B06_000003,UBER-ORD-275462,ORD-UBER-ORD-275462,195254,191349,INR,2026-08-08T08:00:00Z,Uber India Systems Pvt Ltd,NetBanking,SETTLED
TXN_B06_000004,UBER-ORD-574244,ORD-UBER-ORD-574244,210705,206491,INR,2026-08-08T08:15:00Z,Uber India Systems Pvt Ltd,NetBanking,SETTLED
TXN_B06_000005,BBAS-INV-333811,ORD-BBAS-INV-333811,59219,58291,INR,2026-08-07T19:29:00Z,BigBasket Supermarket Grocery,DebitCard,SETTLED
TXN_B06_000006,ZOMA-ORD-689711,ORD-ZOMA-ORD-689711,188619,184847,INR,2026-08-07T17:43:00Z,Zomato Limited,UPI,SETTLED
TXN_B06_000007,ZOMA-ORD-104949,ORD-ZOMA-ORD-104949,140387,137580,INR,2026-08-07T17:58:00Z,Zomato Limited,UPI,SETTLED
TXN_B06_000008,ZOMA-ORD-961408,ORD-ZOMA-ORD-961408,249019,244039,INR,2026-08-07T18:13:00Z,Zomato Limited,UPI,SETTLED
TXN_B06_000009,UBER-INV-796255,ORD-UBER-INV-796255,253529,249366,INR,2026-08-08T06:19:00Z,Uber India Systems Pvt Ltd,NetBanking,SETTLED
TXN_B06_000010,UBER-ORD-510369,ORD-UBER-ORD-510369,128913,126335,INR,2026-08-07T14:47:00Z,Uber India Systems Pvt Ltd,RTGS,SETTLED
TXN_B06_000011,UBER-ORD-734617,ORD-UBER-ORD-734617,75961,74442,INR,2026-08-07T15:02:00Z,Uber India Systems Pvt Ltd,RTGS,SETTLED
TXN_B06_000012,UBER-ORD-272523,ORD-UBER-ORD-272523,198244,194280,INR,2026-08-07T15:17:00Z,Uber India Systems Pvt Ltd,RTGS,SETTLED
TXN_B06_000013,ZOMA-INV-919159,ORD-ZOMA-INV-919159,311105,305458,INR,2026-08-08T01:25:00Z,Zomato Limited,UPI,SETTLED
TXN_B06_000014,MYNT-INV-448719,ORD-MYNT-INV-448719,389815,383963,INR,2026-08-07T21:41:00Z,Myntra Designs Pvt Ltd,UPI,SETTLED
TXN_B06_000015,PAYT-INV-703384,ORD-PAYT-INV-703384,68812,67717,INR,2026-08-07T13:36:00Z,Paytm One97 Communications,NetBanking,SETTLED
TXN_B06_000016,BKMS-INV-328312,ORD-BKMS-INV-328312,337627,330699,INR,2026-08-07T23:03:00Z,BookMyShow Bigtree Entertainment,NetBanking,SETTLED
TXN_B06_000017,BBAS-EXC-917303,ORD-BBAS-EXC-917303,142263,139418,INR,2026-08-08T00:04:00Z,BigBasket Supermarket Grocery,DebitCard,PENDING
TXN_B06_000018,FLPK-ORD-981542,ORD-FLPK-ORD-981542,163080,159819,INR,2026-08-07T09:46:00Z,Flipkart Internet Pvt Ltd,CreditCard,SETTLED
TXN_B06_000019,FLPK-ORD-613579,ORD-FLPK-ORD-613579,130892,128275,INR,2026-08-07T10:01:00Z,Flipkart Internet Pvt Ltd,CreditCard,SETTLED
TXN_B06_000020,FLPK-ORD-394138,ORD-FLPK-ORD-394138,237534,232784,INR,2026-08-07T10:16:00Z,Flipkart Internet Pvt Ltd,CreditCard,SETTLED
TXN_B06_000021,NYKA-ORD-562791,ORD-NYKA-ORD-562791,96905,94967,INR,2026-08-08T08:38:00Z,Nykaa E-Retail Pvt Ltd,NetBanking,SETTLED
TXN_B06_000022,NYKA-ORD-735957,ORD-NYKA-ORD-735957,134745,132051,INR,2026-08-08T08:53:00Z,Nykaa E-Retail Pvt Ltd,NetBanking,SETTLED
TXN_B06_000023,BKMS-INV-577970,ORD-BKMS-INV-577970,144998,142045,INR,2026-08-07T14:11:00Z,BookMyShow Bigtree Entertainment,NetBanking,SETTLED
TXN_B06_000024,OLAA-INV-475045,ORD-OLAA-INV-475045,281163,276266,INR,2026-08-07T11:49:00Z,Ola ANI Technologies,NetBanking,SETTLED
TXN_B06_000025,TATA-INV-169651,ORD-TATA-INV-169651,391711,384760,INR,2026-08-07T17:16:00Z,Tata Digital Private Limited,NEFT,SETTLED
TXN_B06_000026,JIOO-INV-528324,ORD-JIOO-INV-528324,221659,216750,INR,2026-08-08T06:19:00Z,Reliance Retail / Jio Platforms,NetBanking,SETTLED
TXN_B06_000027,BKMS-EXC-787982,ORD-BKMS-EXC-787982,170907,167489,INR,2026-08-07T13:26:00Z,BookMyShow Bigtree Entertainment,NetBanking,PENDING
TXN_B06_000028,ZOMA-INV-166111,ORD-ZOMA-INV-166111,78089,76179,INR,2026-08-07T15:36:00Z,Zomato Limited,NetBanking,SETTLED
TXN_B06_000029,BBAS-INV-430547,ORD-BBAS-INV-430547,193928,190836,INR,2026-08-08T00:54:00Z,BigBasket Supermarket Grocery,NetBanking,SETTLED
TXN_B06_000030,NYKA-ORD-677452,ORD-NYKA-ORD-677452,225250,220745,INR,2026-08-07T19:56:00Z,Nykaa E-Retail Pvt Ltd,NetBanking,SETTLED
TXN_B06_000031,NYKA-ORD-495609,ORD-NYKA-ORD-495609,33447,32779,INR,2026-08-07T20:11:00Z,Nykaa E-Retail Pvt Ltd,NetBanking,SETTLED
TXN_B06_000032,JIOO-INV-547978,ORD-JIOO-INV-547978,126778,123671,INR,2026-08-07T15:09:00Z,Reliance Retail / Jio Platforms,RTGS,SETTLED
TXN_B06_000033,TATA-ORD-746100,ORD-TATA-ORD-746100,147295,144350,INR,2026-08-07T09:25:00Z,Tata Digital Private Limited,DebitCard,SETTLED
TXN_B06_000034,TATA-ORD-843395,ORD-TATA-ORD-843395,164076,160795,INR,2026-08-07T09:40:00Z,Tata Digital Private Limited,DebitCard,SETTLED
TXN_B06_000035,TATA-ORD-306678,ORD-TATA-ORD-306678,118878,116501,INR,2026-08-07T09:55:00Z,Tata Digital Private Limited,DebitCard,SETTLED
TXN_B06_000036,MMTR-ORD-843298,ORD-MMTR-ORD-843298,90492,88683,INR,2026-08-08T05:07:00Z,MakeMyTrip India Pvt Ltd,UPI,SETTLED
TXN_B06_000037,MMTR-ORD-838948,ORD-MMTR-ORD-838948,161078,157857,INR,2026-08-08T05:22:00Z,MakeMyTrip India Pvt Ltd,UPI,SETTLED
TXN_B06_000038,BBAS-INV-686024,ORD-BBAS-INV-686024,62559,61207,INR,2026-08-08T05:42:00Z,BigBasket Supermarket Grocery,NEFT,SETTLED
TXN_B06_000039,JIOO-INV-731719,ORD-JIOO-INV-731719,204124,200102,INR,2026-08-07T10:26:00Z,Reliance Retail / Jio Platforms,RTGS,SETTLED
TXN_B06_000040,ZOMA-INV-301846,ORD-ZOMA-INV-301846,355308,346848,INR,2026-08-07T19:17:00Z,Zomato Limited,DebitCard,SETTLED
TXN_B06_000041,BLNK-INV-980820,ORD-BLNK-INV-980820,169384,165921,INR,2026-08-07T19:32:00Z,Blinkit Commerce Pvt Ltd,NetBanking,SETTLED
TXN_B06_000042,JIOO-INV-677191,ORD-JIOO-INV-677191,49449,48490,INR,2026-08-08T03:40:00Z,Reliance Retail / Jio Platforms,RTGS,SETTLED
TXN_B06_000043,AMZN-INV-827482,ORD-AMZN-INV-827482,284321,278766,INR,2026-08-07T11:00:00Z,Amazon Seller Services India,NetBanking,SETTLED
TXN_B06_000044,FLPK-ORD-680050,ORD-FLPK-ORD-680050,120239,117835,INR,2026-08-07T21:41:00Z,Flipkart Internet Pvt Ltd,CreditCard,SETTLED
TXN_B06_000045,FLPK-ORD-596267,ORD-FLPK-ORD-596267,163641,160369,INR,2026-08-07T21:56:00Z,Flipkart Internet Pvt Ltd,CreditCard,SETTLED
TXN_B06_000046,FLPK-ORD-907822,ORD-FLPK-ORD-907822,159569,156378,INR,2026-08-07T22:11:00Z,Flipkart Internet Pvt Ltd,CreditCard,SETTLED
TXN_B06_000047,PHNP-INV-530363,ORD-PHNP-INV-530363,219506,214742,INR,2026-08-07T10:08:00Z,PhonePe Payment Services,CreditCard,SETTLED
TXN_B06_000048,AMZN-INV-960245,ORD-AMZN-INV-960245,422826,412389,INR,2026-08-07T20:06:00Z,Amazon Seller Services India,NetBanking,SETTLED
TXN_B06_000049,PHNP-INV-775237,ORD-PHNP-INV-775237,61449,60183,INR,2026-08-08T06:38:00Z,PhonePe Payment Services,CreditCard,SETTLED
TXN_B06_000050,OLAA-INV-579736,ORD-OLAA-INV-579736,401818,393155,INR,2026-08-07T22:41:00Z,Ola ANI Technologies,RTGS,SETTLED
TXN_B06_000051,ZOMA-ORD-845790,ORD-ZOMA-ORD-845790,53650,52577,INR,2026-08-07T17:18:00Z,Zomato Limited,NetBanking,SETTLED
TXN_B06_000052,ZOMA-ORD-161794,ORD-ZOMA-ORD-161794,196718,192784,INR,2026-08-07T17:33:00Z,Zomato Limited,NetBanking,SETTLED
TXN_B06_000053,TATA-ORD-911548,ORD-TATA-ORD-911548,63332,62066,INR,2026-08-07T16:32:00Z,Tata Digital Private Limited,UPI,SETTLED
TXN_B06_000054,TATA-ORD-441127,ORD-TATA-ORD-441127,106725,104591,INR,2026-08-07T16:47:00Z,Tata Digital Private Limited,UPI,SETTLED
TXN_B06_000055,TATA-ORD-443658,ORD-TATA-ORD-443658,234046,229366,INR,2026-08-07T17:02:00Z,Tata Digital Private Limited,UPI,SETTLED
TXN_B06_000056,TATA-ORD-263756,ORD-TATA-ORD-263756,171035,167615,INR,2026-08-08T00:02:00Z,Tata Digital Private Limited,RTGS,SETTLED
TXN_B06_000057,TATA-ORD-512721,ORD-TATA-ORD-512721,56746,55612,INR,2026-08-08T00:17:00Z,Tata Digital Private Limited,RTGS,SETTLED
TXN_B06_000058,TATA-ORD-403053,ORD-TATA-ORD-403053,227879,223322,INR,2026-08-08T00:32:00Z,Tata Digital Private Limited,RTGS,SETTLED
TXN_B06_000059,PHNP-INV-285209,ORD-PHNP-INV-285209,121822,118908,INR,2026-08-08T07:23:00Z,PhonePe Payment Services,CreditCard,SETTLED
TXN_B06_000060,PAYT-ORD-808265,ORD-PAYT-ORD-808265,137984,135225,INR,2026-08-07T10:24:00Z,Paytm One97 Communications,DebitCard,SETTLED
TXN_B06_000061,PAYT-ORD-172815,ORD-PAYT-ORD-172815,212067,207826,INR,2026-08-07T10:39:00Z,Paytm One97 Communications,DebitCard,SETTLED
TXN_B06_000062,PAYT-ORD-768079,ORD-PAYT-ORD-768079,99183,97200,INR,2026-08-07T10:54:00Z,Paytm One97 Communications,DebitCard,SETTLED
TXN_B06_000063,ZOMA-INV-932567,ORD-ZOMA-INV-932567,32857,32231,INR,2026-08-07T13:47:00Z,Zomato Limited,DebitCard,SETTLED
TXN_B06_000064,FLPK-INV-320309,ORD-FLPK-INV-320309,229273,224538,INR,2026-08-07T17:47:00Z,Flipkart Internet Pvt Ltd,DebitCard,SETTLED
TXN_B06_000065,NYKA-INV-553960,ORD-NYKA-INV-553960,430070,422842,INR,2026-08-08T04:30:00Z,Nykaa E-Retail Pvt Ltd,UPI,SETTLED
TXN_B06_000066,MMTR-INV-429499,ORD-MMTR-INV-429499,33245,32464,INR,2026-08-08T00:21:00Z,MakeMyTrip India Pvt Ltd,NEFT,SETTLED
TXN_B06_000067,NYKA-INV-808204,ORD-NYKA-INV-808204,173739,170884,INR,2026-08-08T03:01:00Z,Nykaa E-Retail Pvt Ltd,RTGS,SETTLED
TXN_B06_000068,BBAS-ORD-886730,ORD-BBAS-ORD-886730,186325,182599,INR,2026-08-08T03:43:00Z,BigBasket Supermarket Grocery,DebitCard,SETTLED
TXN_B06_000069,BBAS-ORD-441231,ORD-BBAS-ORD-441231,231433,226805,INR,2026-08-08T03:58:00Z,BigBasket Supermarket Grocery,DebitCard,SETTLED
