payout_id,gateway_name,gateway_reference,gross_amount_minor,processing_fee_minor,refund_amount_minor,chargeback_amount_minor,net_settlement_amount_minor,currency,settlement_timestamp,batch_token
PO_B06_000001,Stripe India,PAYT-INV-270474 PO_B06_000001,245697,5532,0,0,240165,INR,2026-08-08T04:23:00Z,BATCH-PAYT-0001
PO_B06_000002,BillDesk Settlement,PHNP-EXC-578199-UNRESOLVED,241530,4820,0,0,236710,INR,2026-08-09T01:00:00Z,HOLD-ESCROW
PO_B06_000003,Cashfree Escrow,UBER-ORD-275462 UBER-ORD-574244 BATCH-UBER-0003,405959,8119,0,0,397840,INR,2026-08-08T20:00:00Z,BATCH-UBER-0003
PO_B06_000004,Stripe India,BBAS-INV-333811 PO_B06_000004,59219,928,0,0,58291,INR,2026-08-08T05:29:00Z,BATCH-BBAS-0004
PO_B06_000005,Razorpay Nodal,ZOMA-ORD-689711 ZOMA-ORD-104949 ZOMA-ORD-961408 BATCH-ZOMA-0005,578025,11560,0,0,566465,INR,2026-08-08T05:43:00Z,BATCH-ZOMA-0005
PO_B06_000006,Stripe India,UBER-INV-796255 PO_B06_000006,253529,4163,0,0,249366,INR,2026-08-08T11:19:00Z,BATCH-UBER-0006
PO_B06_000007,Stripe India,UBER-ORD-510369 UBER-ORD-734617 UBER-ORD-272523 BATCH-UBER-0007,403118,8062,0,0,395056,INR,2026-08-08T02:47:00Z,BATCH-UBER-0007
PO_B06_000008,Stripe India,ZOMA-INV-919159 PO_B06_000008,311105,5647,0,0,305458,INR,2026-08-08T06:25:00Z,BATCH-ZOMA-0008
PO_B06_000009,Razorpay Nodal,MYNT-INV-448719 PO_B06_000009,389815,5852,0,0,383963,INR,2026-08-08T05:41:00Z,BATCH-MYNT-0009
PO_B06_000010,Stripe India,PAYT-INV-703384 PO_B06_000010,68812,1095,0,0,67717,INR,2026-08-08T05:36:00Z,BATCH-PAYT-0010
PO_B06_000011,Razorpay Nodal,BKMS-INV-328312 PO_B06_000011,337627,6928,0,0,330699,INR,2026-08-08T08:03:00Z,BATCH-BKMS-0011
