payout_id,gateway_name,gateway_reference,gross_amount_minor,processing_fee_minor,refund_amount_minor,chargeback_amount_minor,net_settlement_amount_minor,currency,settlement_timestamp,batch_token
PO_B16_000001,BillDesk Settlement,BKMS-ORD-228469 BKMS-ORD-914249 BKMS-ORD-976532 BATCH-BKMS-0001,555724,11114,0,0,544610,INR,2026-08-17T22:25:00Z,BATCH-BKMS-0001
PO_B16_000002,BillDesk Settlement,AMZN-INV-704770 PO_B16_000002,262385,4384,0,0,258001,INR,2026-08-18T05:42:00Z,BATCH-AMZN-0002
PO_B16_000003,Stripe India,PAYT-INV-718024 PO_B16_000003,221176,4162,0,0,217014,INR,2026-08-18T03:24:00Z,BATCH-PAYT-0003
PO_B16_000004,Razorpay Nodal,ZOMA-ORD-656559 ZOMA-ORD-194348 BATCH-ZOMA-0004,381825,7636,0,0,374189,INR,2026-08-18T09:05:00Z,BATCH-ZOMA-0004
PO_B16_000005,Razorpay Nodal,BLNK-INV-144577 PO_B16_000005,439356,7166,0,0,432190,INR,2026-08-18T19:29:00Z,BATCH-BLNK-0005
PO_B16_000006,BillDesk Settlement,JIOO-ORD-708437 JIOO-ORD-164074 JIOO-ORD-432733 BATCH-JIOO-0006,713026,14260,0,0,698766,INR,2026-08-18T17:08:00Z,BATCH-JIOO-0006
PO_B16_000007,Razorpay Nodal,BBAS-ORD-824429 BBAS-ORD-384730 BATCH-BBAS-0007,208452,4169,0,0,204283,INR,2026-08-18T19:38:00Z,BATCH-BBAS-0007
PO_B16_000008,BillDesk Settlement,PAYT-INV-246622 PO_B16_000008,106890,2482,0,0,104408,INR,2026-08-18T06:13:00Z,BATCH-PAYT-0008
PO_B16_000009,Stripe India,SWIG-ORD-778995 SWIG-ORD-679347 BATCH-SWIG-0009,435083,8701,0,0,426382,INR,2026-08-18T13:06:00Z,BATCH-SWIG-0009
PO_B16_000010,Stripe India,MMTR-INV-993940 PO_B16_000010,88196,1984,0,0,86212,INR,2026-08-18T00:42:00Z,BATCH-MMTR-0010
PO_B16_000011,Razorpay Nodal,JIOO-INV-722984 PO_B16_000011,236848,3722,0,0,233126,INR,2026-08-18T18:51:00Z,BATCH-JIOO-0011
PO_B16_000012,BillDesk Settlement,TATA-ORD-258937 TATA-ORD-405064 TATA-ORD-859610 BATCH-TATA-0012,467376,9347,0,0,458029,INR,2026-08-18T02:45:00Z,BATCH-TATA-0012
