payout_id,gateway_name,gateway_reference,gross_amount_minor,processing_fee_minor,refund_amount_minor,chargeback_amount_minor,net_settlement_amount_minor,currency,settlement_timestamp,batch_token
PO_B20_000001,PayU Enterprise,SWIG-INV-337295 PO_B20_000001,52857,1151,0,0,51706,INR,2026-08-21T21:31:00Z,BATCH-SWIG-0001
PO_B20_000002,PayU Enterprise,MMTR-ORD-298775 MMTR-ORD-980338 MMTR-ORD-828352 BATCH-MMTR-0002,485361,9707,0,0,475654,INR,2026-08-22T04:52:00Z,BATCH-MMTR-0002
PO_B20_000003,Razorpay Nodal,PHNP-INV-155473 PO_B20_000003,232510,3958,0,0,228552,INR,2026-08-22T14:10:00Z,BATCH-PHNP-0003
PO_B20_000004,Cashfree Escrow,BLNK-INV-794243 PO_B20_000004,449073,9396,0,0,439677,INR,2026-08-22T17:26:00Z,BATCH-BLNK-0004
PO_B20_000005,PayU Enterprise,PAYT-INV-183449 PO_B20_000005,387558,7801,0,0,379757,INR,2026-08-22T06:30:00Z,BATCH-PAYT-0005
PO_B20_000006,Cashfree Escrow,BLNK-INV-596377 PO_B20_000006,273168,6436,0,0,266732,INR,2026-08-22T19:20:00Z,BATCH-BLNK-0006
PO_B20_000007,BillDesk Settlement,BBAS-INV-487234 PO_B20_000007,428051,8110,0,0,419941,INR,2026-08-22T15:33:00Z,BATCH-BBAS-0007
PO_B20_000008,Cashfree Escrow,UBER-ORD-893029 UBER-ORD-284260 BATCH-UBER-0008,344995,6899,0,0,338096,INR,2026-08-22T12:28:00Z,BATCH-UBER-0008
PO_B20_000009,Razorpay Nodal,MYNT-INV-959835 PO_B20_000009,67663,1113,0,0,66550,INR,2026-08-22T06:16:00Z,BATCH-MYNT-0009
PO_B20_000010,Razorpay Nodal,UBER-INV-325769 PO_B20_000010,383595,8247,0,0,375348,INR,2026-08-22T15:14:00Z,BATCH-UBER-0010
PO_B20_000011,PayU Enterprise,TATA-INV-551320 PO_B20_000011,237504,5340,0,0,232164,INR,2026-08-22T22:21:00Z,BATCH-TATA-0011
PO_B20_000012,Stripe India,BKMS-INV-405124 PO_B20_000012,374484,6436,0,0,368048,INR,2026-08-22T12:50:00Z,BATCH-BKMS-0012
PO_B20_000013,Razorpay Nodal,SWIG-INV-496167 PO_B20_000013,30797,542,0,0,30255,INR,2026-08-21T23:26:00Z,BATCH-SWIG-0013
PO_B20_000014,Stripe India,PHNP-INV-659408 PO_B20_000014,227154,4104,0,0,223050,INR,2026-08-22T14:34:00Z,BATCH-PHNP-0014
PO_B20_000015,BillDesk Settlement,PHNP-EXC-933672-UNRESOLVED,84047,1670,0,0,82377,INR,2026-08-22T14:56:00Z,HOLD-ESCROW
PO_B20_000016,PayU Enterprise,BBAS-ORD-261744 BBAS-ORD-249219 BATCH-BBAS-0016,369227,7384,0,0,361843,INR,2026-08-22T16:31:00Z,BATCH-BBAS-0016
PO_B20_000017,Razorpay Nodal,UBER-INV-813566 PO_B20_000017,89825,1974,0,0,87851,INR,2026-08-22T05:27:00Z,BATCH-UBER-0017
PO_B20_000018,Stripe India,JIOO-INV-929063 PO_B20_000018,38247,891,0,0,37356,INR,2026-08-22T22:13:00Z,BATCH-JIOO-0018
PO_B20_000019,PayU Enterprise,MMTR-INV-140022 PO_B20_000019,416342,8782,0,0,407560,INR,2026-08-22T05:48:00Z,BATCH-MMTR-0019
PO_B20_000020,PayU Enterprise,BBAS-INV-754198 PO_B20_000020,315003,5943,0,0,309060,INR,2026-08-22T17:32:00Z,BATCH-BBAS-0020
PO_B20_000021,BillDesk Settlement,PHNP-ORD-114530 PHNP-ORD-737637 PHNP-ORD-334630 BATCH-PHNP-0021,499643,9992,0,0,489651,INR,2026-08-22T13:34:00Z,BATCH-PHNP-0021
PO_B20_000022,Stripe India,BBAS-INV-467433 PO_B20_000022,29472,678,0,0,28794,INR,2026-08-22T11:05:00Z,BATCH-BBAS-0022
PO_B20_000023,Razorpay Nodal,MYNT-INV-226554 PO_B20_000023,181361,2950,0,0,178411,INR,2026-08-22T02:07:00Z,BATCH-MYNT-0023
PO_B20_000024,Razorpay Nodal,MYNT-INV-476435 PO_B20_000024,272417,6107,0,0,266310,INR,2026-08-22T18:48:00Z,BATCH-MYNT-0024
PO_B20_000025,Stripe India,NYKA-INV-410292 PO_B20_000025,358004,5729,0,0,352275,INR,2026-08-22T07:48:00Z,BATCH-NYKA-0025
PO_B20_000026,Stripe India,BBAS-ORD-352247 BBAS-ORD-144423 BATCH-BBAS-0026,318618,6372,0,0,312246,INR,2026-08-22T05:40:00Z,BATCH-BBAS-0026
PO_B20_000027,PayU Enterprise,OLAA-INV-920940 PO_B20_000027,183176,4493,0,0,178683,INR,2026-08-22T08:46:00Z,BATCH-OLAA-0027
