transaction_id,customer_reference,order_id,gross_amount_minor,net_amount_minor,currency,created_at,counterparty_name,payment_method,status
TXN_B20_000001,SWIG-INV-337295,ORD-SWIG-INV-337295,52857,51706,INR,2026-08-21T09:31:00Z,Swiggy Bundl Technologies,UPI,SETTLED
TXN_B20_000002,MMTR-ORD-298775,ORD-MMTR-ORD-298775,173302,169836,INR,2026-08-21T16:52:00Z,MakeMyTrip India Pvt Ltd,UPI,SETTLED
TXN_B20_000003,MMTR-ORD-980338,ORD-MMTR-ORD-980338,189441,185653,INR,2026-08-21T17:07:00Z,MakeMyTrip India Pvt Ltd,UPI,SETTLED
TXN_B20_000004,MMTR-ORD-828352,ORD-MMTR-ORD-828352,122618,120166,INR,2026-08-21T17:22:00Z,MakeMyTrip India Pvt Ltd,UPI,SETTLED
TXN_B20_000005,PHNP-INV-155473,ORD-PHNP-INV-155473,232510,228552,INR,2026-08-22T00:10:00Z,PhonePe Payment Services,NEFT,SETTLED
TXN_B20_000006,BLNK-INV-794243,ORD-BLNK-INV-794243,449073,439677,INR,2026-08-22T03:26:00Z,Blinkit Commerce Pvt Ltd,RTGS,SETTLED
TXN_B20_000007,PAYT-INV-183449,ORD-PAYT-INV-183449,387558,379757,INR,2026-08-21T19:30:00Z,Paytm One97 Communications,NetBanking,SETTLED
TXN_B20_000008,BLNK-INV-596377,ORD-BLNK-INV-596377,273168,266732,INR,2026-08-22T05:20:00Z,Blinkit Commerce Pvt Ltd,DebitCard,SETTLED
TXN_B20_000009,BBAS-INV-487234,ORD-BBAS-INV-487234,428051,419941,INR,2026-08-22T06:33:00Z,BigBasket Supermarket Grocery,NEFT,SETTLED
TXN_B20_000010,UBER-ORD-893029,ORD-UBER-ORD-893029,112879,110622,INR,2026-08-22T00:28:00Z,Uber India Systems Pvt Ltd,CreditCard,SETTLED
TXN_B20_000011,UBER-ORD-284260,ORD-UBER-ORD-284260,232116,227474,INR,2026-08-22T00:43:00Z,Uber India Systems Pvt Ltd,CreditCard,SETTLED
TXN_B20_000012,MYNT-INV-959835,ORD-MYNT-INV-959835,67663,66550,INR,2026-08-21T14:16:00Z,Myntra Designs Pvt Ltd,CreditCard,SETTLED
TXN_B20_000013,UBER-INV-325769,ORD-UBER-INV-325769,383595,375348,INR,2026-08-21T21:14:00Z,Uber India Systems Pvt Ltd,UPI,SETTLED
TXN_B20_000014,TATA-INV-551320,ORD-TATA-INV-551320,237504,232164,INR,2026-08-22T04:21:00Z,Tata Digital Private Limited,CreditCard,SETTLED
TXN_B20_000015,BKMS-INV-405124,ORD-BKMS-INV-405124,374484,368048,INR,2026-08-22T04:50:00Z,BookMyShow Bigtree Entertainment,NetBanking,SETTLED
TXN_B20_000016,SWIG-INV-496167,ORD-SWIG-INV-496167,30797,30255,INR,2026-08-21T11:26:00Z,Swiggy Bundl Technologies,DebitCard,SETTLED
TXN_B20_000017,PHNP-INV-659408,ORD-PHNP-INV-659408,227154,223050,INR,2026-08-22T00:34:00Z,PhonePe Payment Services,NetBanking,SETTLED
TXN_B20_000018,PHNP-EXC-933672,ORD-PHNP-EXC-933672,83547,81877,INR,2026-08-21T14:56:00Z,PhonePe Payment Services,UPI,PENDING
TXN_B20_000019,BBAS-ORD-261744,ORD-BBAS-ORD-261744,154770,151675,INR,2026-08-22T04:31:00Z,BigBasket Supermarket Grocery,NEFT,SETTLED
