bank_entry_id,bank_reference,narration,credit_amount_minor,debit_amount_minor,currency,value_date,settlement_timestamp
BNK_3280,NEFT/ICIC/RZP-SPLIT-944383/PART1,NEFT/RZP-SPLIT-944383/PART1/RELI,66787,0,INR,2026-03-10,2026-03-10T23:40:00+00:00
BNK_3158,UPI/3201**/UTIB,UPI/CR/3201**/AMZNPAY/0039482710/RZPNOISY320160,116816,0,INR,2026-03-07,2026-03-07T18:47:00+00:00
BNK_3356,GENERIC/SETTLE/ICIC,GENERIC SETTLEMENT CREDIT 129762,138000,0,INR,2026-03-06,2026-03-06T09:26:00+00:00
BNK_3382,CMS/HDFC/RZP-PO-927277,NEFT/RZP-PO-927277/SETTL/AMZN,222190,0,INR,2026-03-09,2026-03-09T16:50:00+00:00
BNK_3290,UPI/6756**/YESB,UPI/CR/6756**/BLNKPAY/0039482710/RZPNOISY675681,5537,0,INR,2026-03-17,2026-03-17T11:44:00+00:00
BNK_3270,CMS/KKBK/RZP-PO-803466,CMS/RZP-PO-803466/SWIG,45150,0,INR,2026-03-10,2026-03-10T21:10:00+00:00
BNK_3202,CMS/UTIB/RZP-PO-383514,CMS/RZP-PO-383514/NYKA,55700,0,INR,2026-03-11,2026-03-11T10:40:00+00:00
BNK_3166,NEFT/YESB/RZP-DELAY-328657,NEFT/RZP-DELAY-328657/RELI,23680,0,INR,2026-03-19,2026-03-19T19:50:00+00:00
BNK_3194,CMS/ICIC/RZP-PO-350451,CMS/RZP-PO-350451/ZOMA,101860,0,INR,2026-03-05,2026-03-05T18:01:00+00:00
BNK_3284,CMS/YESB/RZP-PO-348468,NEFT/RZP-PO-348468/SETTL/AMZN,137380,0,INR,2026-03-02,2026-03-02T18:19:00+00:00
BNK_3063,NEFT/ICIC/RZP-SPLIT-133061/PART1,NEFT/RZP-SPLIT-133061/PART1/BLNK,36108,0,INR,2026-03-12,2026-03-12T07:46:00+00:00
BNK_3374,NEFT/ICIC/RZP-DELAY-933390,NEFT/RZP-DELAY-933390/RELI,32700,0,INR,2026-03-22,2026-03-22T03:26:00+00:00
BNK_3241,NEFT/SBIN/RZP-SPLIT-460522/PART1,NEFT/RZP-SPLIT-460522/PART1/MYNT,84050,0,INR,2026-03-10,2026-03-10T22:45:00+00:00
BNK_3189,NEFT/KKBK/RZP-DELAY-207417,NEFT/RZP-DELAY-207417/ZOMA,8060,0,INR,2026-03-18,2026-03-18T05:43:00+00:00
BNK_3168,RTGS/ICIC/RZP-BATCH-404666,RTGS/RZP-BATCH-404666/MERCHANT-SETTLE,185623,0,INR,2026-03-16,2026-03-16T22:34:00+00:00
BNK_3234,CMS/UTIB/RZP-PO-976966,CMS/RZP-PO-976966/FLIP,45620,0,INR,2026-03-20,2026-03-20T22:19:00+00:00
BNK_3112,CMS/HDFC/RZP-MAL-160093,CMS/RZP-MAL-160093/NYKA,172510,0,INR,2026-03-11,2026-03-11T19:17:00+00:00
BNK_3302,UPI/3317**/ICIC,UPI/CR/3317**/ZOMAPAY/0039482710/RZPNOISY331722,114406,0,INR,2026-03-07,2026-03-07T15:59:00+00:00
BNK_3308,UPI/5719**/HDFC,UPI/CR/5719**/BLNKPAY/0039482710/RZPNOISY571914,97599,0,INR,2026-03-09,2026-03-09T22:21:00+00:00
BNK_3107,CMS/SBIN/RZP-DUP-325428,CMS/RZP-DUP-325428/RELI,194920,0,INR,2026-03-05,2026-03-05T14:06:00+00:00
BNK_3135,GENERIC/SETTLE/KKBK,GENERIC SETTLEMENT CREDIT 709061,240240,0,INR,2026-03-08,2026-03-08T00:29:00+00:00
BNK_3092,RTGS/YESB/RZP-BATCH-996345,RTGS/RZP-BATCH-996345/MERCHANT-SETTLE,167237,0,INR,2026-03-14,2026-03-14T16:37:00+00:00
BNK_3274,NEFT/KKBK/RZP-SPLIT-407840/PART2,NEFT/RZP-SPLIT-407840/PART2/SWIG,89994,0,INR,2026-03-19,2026-03-19T00:49:00+00:00
BNK_3348,NEFT/KKBK/RZP-SPLIT-187476/PART1,NEFT/RZP-SPLIT-187476/PART1/UBER,4528,0,INR,2026-03-16,2026-03-16T19:27:00+00:00
BNK_3021,CMS/UTIB/RZP-PO-825089,NEFT/RZP-PO-825089/SETTL/RELI,52101,0,INR,2026-03-09,2026-03-09T03:10:00+00:00
BNK_3388,GENERIC/SETTLE/SBIN,GENERIC SETTLEMENT CREDIT 763543,174920,0,INR,2026-03-07,2026-03-07T03:04:00+00:00
BNK_3024,CMS/YESB/RZP-PO-437463,NEFT/RZP-PO-437463/SETTL/SWIG,178252,0,INR,2026-03-22,2026-03-22T12:04:00+00:00
BNK_3293,NEFT/YESB/RZP-DELAY-416170,NEFT/RZP-DELAY-416170/AMZN,18070,0,INR,2026-03-09,2026-03-09T15:17:00+00:00
BNK_3010,CMS/HDFC/RZP-PO-683006,CMS/RZP-PO-683006/ZOMA,182990,0,INR,2026-03-20,2026-03-20T21:41:00+00:00
BNK_3017,GENERIC/SETTLE/SBIN,GENERIC SETTLEMENT CREDIT 881943,179780,0,INR,2026-03-20,2026-03-20T01:17:00+00:00
BNK_3188,CMS/UTIB/RZP-PO-831613,CMS/RZP-PO-831613/AMZN,96310,0,INR,2026-03-04,2026-03-04T18:55:00+00:00
BNK_3126,CMS/YESB/RZP-PO-990196,CMS/RZP-PO-990196/FLIP,12940,0,INR,2026-03-04,2026-03-04T20:19:00+00:00
BNK_3138,CMS/ICIC/RZP-DUP-998257,CMS/RZP-DUP-998257/FLIP,121220,0,INR,2026-03-22,2026-03-22T03:37:00+00:00
BNK_3167,RTGS/HDFC/RZP-BATCH-865154,RTGS/RZP-BATCH-865154/MERCHANT-SETTLE,232575,0,INR,2026-03-05,2026-03-05T06:55:00+00:00
BNK_3271,RTGS/SBIN/RZP-BATCH-221221,RTGS/RZP-BATCH-221221/MERCHANT-SETTLE,224607,0,INR,2026-03-08,2026-03-08T01:41:00+00:00
