payout_id,gateway_name,gateway_reference,gross_amount_minor,processing_fee_minor,refund_amount_minor,chargeback_amount_minor,net_settlement_amount_minor,currency,settlement_timestamp,batch_token
PO_B03_000001,Stripe India,PAYT-ORD-371793 PAYT-ORD-166968 BATCH-PAYT-0001,452266,9045,0,0,443221,INR,2026-08-04T22:57:00Z,BATCH-PAYT-0001
PO_B03_000002,PayU Enterprise,TATA-INV-333616 PO_B03_000002,367758,6556,0,0,361202,INR,2026-08-05T08:59:00Z,BATCH-TATA-0002
PO_B03_000003,Cashfree Escrow,PAYT-INV-465779 PO_B03_000003,209294,3295,0,0,205999,INR,2026-08-05T13:18:00Z,BATCH-PAYT-0003
PO_B03_000004,BillDesk Settlement,MYNT-INV-860516 PO_B03_000004,411666,7495,0,0,404171,INR,2026-08-05T07:13:00Z,BATCH-MYNT-0004
PO_B03_000005,Stripe India,BBAS-INV-351460 PO_B03_000005,285390,5556,0,0,279834,INR,2026-08-05T08:15:00Z,BATCH-BBAS-0005
PO_B03_000006,Cashfree Escrow,PAYT-INV-323895 PO_B03_000006,321226,7683,0,0,313543,INR,2026-08-04T22:29:00Z,BATCH-PAYT-0006
PO_B03_000007,PayU Enterprise,BLNK-EXC-503352-UNRESOLVED,191010,3810,0,0,187200,INR,2026-08-05T16:17:00Z,HOLD-ESCROW
PO_B03_000008,Stripe India,BKMS-INV-790124 PO_B03_000008,375423,7082,0,0,368341,INR,2026-08-04T19:45:00Z,BATCH-BKMS-0008
PO_B03_000009,Stripe India,FLPK-INV-847122 PO_B03_000009,74340,1685,0,0,72655,INR,2026-08-05T12:21:00Z,BATCH-FLPK-0009
PO_B03_000010,Razorpay Nodal,JIOO-ORD-538432 JIOO-ORD-490345 JIOO-ORD-950723 BATCH-JIOO-0010,330292,6605,0,0,323687,INR,2026-08-05T00:14:00Z,BATCH-JIOO-0010
PO_B03_000011,Cashfree Escrow,OLAA-INV-422069 PO_B03_000011,310182,6933,0,0,303249,INR,2026-08-06T00:56:00Z,BATCH-OLAA-0011
PO_B03_000012,BillDesk Settlement,SWIG-INV-416783 PO_B03_000012,306586,5218,0,0,301368,INR,2026-08-05T11:20:00Z,BATCH-SWIG-0012
PO_B03_000013,BillDesk Settlement,OLAA-INV-441679 PO_B03_000013,113018,1733,0,0,111285,INR,2026-08-04T21:11:00Z,BATCH-OLAA-0013
PO_B03_000014,Razorpay Nodal,NYKA-ORD-135718 NYKA-ORD-300620 BATCH-NYKA-0014,261105,5222,0,0,255883,INR,2026-08-05T15:17:00Z,BATCH-NYKA-0014
PO_B03_000015,Stripe India,BBAS-ORD-309469 BBAS-ORD-798719 BATCH-BBAS-0015,319797,6395,0,0,313402,INR,2026-08-05T08:48:00Z,BATCH-BBAS-0015
PO_B03_000016,Stripe India,PHNP-INV-108021 PO_B03_000016,229240,5493,0,0,223747,INR,2026-08-05T08:11:00Z,BATCH-PHNP-0016
PO_B03_000017,PayU Enterprise,FLPK-ORD-367760 FLPK-ORD-818942 FLPK-ORD-920738 BATCH-FLPK-0017,402508,8050,0,0,394458,INR,2026-08-05T13:16:00Z,BATCH-FLPK-0017
PO_B03_000018,PayU Enterprise,UBER-EXC-141245-UNRESOLVED,188875,3767,0,0,185108,INR,2026-08-05T19:10:00Z,HOLD-ESCROW
PO_B03_000019,Cashfree Escrow,MYNT-INV-689866 PO_B03_000019,265059,5154,0,0,259905,INR,2026-08-05T09:31:00Z,BATCH-MYNT-0019
PO_B03_000020,Razorpay Nodal,PHNP-INV-669013 PO_B03_000020,70608,1472,0,0,69136,INR,2026-08-05T16:28:00Z,BATCH-PHNP-0020
PO_B03_000021,Stripe India,ZOMA-INV-225042 PO_B03_000021,449957,7718,0,0,442239,INR,2026-08-04T20:33:00Z,BATCH-ZOMA-0021
PO_B03_000022,Stripe India,UBER-INV-619844 PO_B03_000022,202792,3609,0,0,199183,INR,2026-08-04T14:15:00Z,BATCH-UBER-0022
PO_B03_000023,BillDesk Settlement,ZOMA-ORD-272870 ZOMA-ORD-711369 ZOMA-ORD-754783 BATCH-ZOMA-0023,485615,9712,0,0,475903,INR,2026-08-05T08:45:00Z,BATCH-ZOMA-0023
PO_B03_000024,Stripe India,OLAA-INV-106732 PO_B03_000024,365428,8800,0,0,356628,INR,2026-08-05T03:39:00Z,BATCH-OLAA-0024
PO_B03_000025,Stripe India,BBAS-INV-862321 PO_B03_000025,144793,2338,0,0,142455,INR,2026-08-05T04:18:00Z,BATCH-BBAS-0025
PO_B03_000026,Razorpay Nodal,MMTR-INV-448745 PO_B03_000026,281436,5934,0,0,275502,INR,2026-08-05T13:47:00Z,BATCH-MMTR-0026
PO_B03_000027,Razorpay Nodal,SWIG-INV-802819 PO_B03_000027,282379,5467,0,0,276912,INR,2026-08-05T01:27:00Z,BATCH-SWIG-0027
PO_B03_000028,Stripe India,MYNT-INV-615505 PO_B03_000028,207230,4730,0,0,202500,INR,2026-08-05T03:23:00Z,BATCH-MYNT-0028
PO_B03_000029,Cashfree Escrow,SWIG-INV-331462 PO_B03_000029,246752,5692,0,0,241060,INR,2026-08-05T01:26:00Z,BATCH-SWIG-0029
PO_B03_000030,Stripe India,FLPK-INV-307734 PO_B03_000030,205738,4500,0,0,201238,INR,2026-08-05T06:15:00Z,BATCH-FLPK-0030
PO_B03_000031,BillDesk Settlement,TATA-INV-240973 PO_B03_000031,102996,1628,0,0,101368,INR,2026-08-05T13:13:00Z,BATCH-TATA-0031
PO_B03_000032,PayU Enterprise,PAYT-ORD-147810 PAYT-ORD-831341 PAYT-ORD-820749 BATCH-PAYT-0032,363675,7273,0,0,356402,INR,2026-08-05T18:09:00Z,BATCH-PAYT-0032
