transaction_id,customer_reference,order_id,gross_amount_minor,net_amount_minor,currency,created_at,counterparty_name,payment_method,status
TXN_B03_000001,PAYT-ORD-371793,ORD-PAYT-ORD-371793,226373,221846,INR,2026-08-04T10:57:00Z,Paytm One97 Communications,NEFT,SETTLED
TXN_B03_000002,PAYT-ORD-166968,ORD-PAYT-ORD-166968,225893,221376,INR,2026-08-04T11:12:00Z,Paytm One97 Communications,NEFT,SETTLED
TXN_B03_000003,TATA-INV-333616,ORD-TATA-INV-333616,367758,361202,INR,2026-08-05T00:59:00Z,Tata Digital Private Limited,DebitCard,SETTLED
TXN_B03_000004,PAYT-INV-465779,ORD-PAYT-INV-465779,209294,205999,INR,2026-08-04T20:18:00Z,Paytm One97 Communications,CreditCard,SETTLED
TXN_B03_000005,MYNT-INV-860516,ORD-MYNT-INV-860516,411666,404171,INR,2026-08-04T15:13:00Z,Myntra Designs Pvt Ltd,UPI,SETTLED
TXN_B03_000006,BBAS-INV-351460,ORD-BBAS-INV-351460,285390,279834,INR,2026-08-04T14:15:00Z,BigBasket Supermarket Grocery,CreditCard,SETTLED
TXN_B03_000007,PAYT-INV-323895,ORD-PAYT-INV-323895,321226,313543,INR,2026-08-04T13:29:00Z,Paytm One97 Communications,NetBanking,SETTLED
TXN_B03_000008,BLNK-EXC-503352,ORD-BLNK-EXC-503352,190510,186700,INR,2026-08-04T16:17:00Z,Blinkit Commerce Pvt Ltd,NEFT,PENDING
TXN_B03_000009,BKMS-INV-790124,ORD-BKMS-INV-790124,375423,368341,INR,2026-08-04T13:45:00Z,BookMyShow Bigtree Entertainment,CreditCard,SETTLED
TXN_B03_000010,FLPK-INV-847122,ORD-FLPK-INV-847122,74340,72655,INR,2026-08-05T01:21:00Z,Flipkart Internet Pvt Ltd,NEFT,SETTLED
TXN_B03_000011,JIOO-ORD-538432,ORD-JIOO-ORD-538432,211193,206970,INR,2026-08-04T12:14:00Z,Reliance Retail / Jio Platforms,NetBanking,SETTLED
TXN_B03_000012,JIOO-ORD-490345,ORD-JIOO-ORD-490345,44946,44048,INR,2026-08-04T12:29:00Z,Reliance Retail / Jio Platforms,NetBanking,SETTLED
