transaction_id,customer_reference,order_id,gross_amount_minor,net_amount_minor,currency,created_at,counterparty_name,payment_method,status
TXN_B09_000001,MYNT-INV-448095,ORD-MYNT-INV-448095,427682,421190,INR,2026-08-10T09:54:00Z,Myntra Designs Pvt Ltd,RTGS,SETTLED
TXN_B09_000002,NYKA-ORD-638939,ORD-NYKA-ORD-638939,204022,199942,INR,2026-08-11T08:24:00Z,Nykaa E-Retail Pvt Ltd,NetBanking,SETTLED
TXN_B09_000003,NYKA-ORD-105980,ORD-NYKA-ORD-105980,235974,231255,INR,2026-08-11T08:39:00Z,Nykaa E-Retail Pvt Ltd,NetBanking,SETTLED
TXN_B09_000004,TATA-INV-989335,ORD-TATA-INV-989335,439468,432593,INR,2026-08-10T11:07:00Z,Tata Digital Private Limited,DebitCard,SETTLED
TXN_B09_000005,BBAS-INV-998531,ORD-BBAS-INV-998531,260717,256311,INR,2026-08-11T07:50:00Z,BigBasket Supermarket Grocery,DebitCard,SETTLED
TXN_B09_000006,PAYT-INV-478495,ORD-PAYT-INV-478495,98833,96447,INR,2026-08-10T22:32:00Z,Paytm One97 Communications,UPI,SETTLED
TXN_B09_000007,TATA-INV-362360,ORD-TATA-INV-362360,67612,65950,INR,2026-08-11T02:35:00Z,Tata Digital Private Limited,CreditCard,SETTLED
TXN_B09_000008,TATA-ORD-759973,ORD-TATA-ORD-759973,67219,65875,INR,2026-08-11T02:40:00Z,Tata Digital Private Limited,NEFT,SETTLED
TXN_B09_000009,TATA-ORD-672633,ORD-TATA-ORD-672633,212585,208334,INR,2026-08-11T02:55:00Z,Tata Digital Private Limited,NEFT,SETTLED
TXN_B09_000010,TATA-ORD-386593,ORD-TATA-ORD-386593,243272,238407,INR,2026-08-11T03:10:00Z,Tata Digital Private Limited,NEFT,SETTLED
TXN_B09_000011,MYNT-EXC-894364,ORD-MYNT-EXC-894364,83877,82200,INR,2026-08-10T23:08:00Z,Myntra Designs Pvt Ltd,CreditCard,PENDING
TXN_B09_000012,SWIG-INV-216657,ORD-SWIG-INV-216657,433686,426925,INR,2026-08-11T08:10:00Z,Swiggy Bundl Technologies,NetBanking,SETTLED
TXN_B09_000013,PHNP-INV-449396,ORD-PHNP-INV-449396,393037,385756,INR,2026-08-10T15:20:00Z,PhonePe Payment Services,RTGS,SETTLED
TXN_B09_000014,BLNK-INV-136847,ORD-BLNK-INV-136847,175714,171849,INR,2026-08-10T14:07:00Z,Blinkit Commerce Pvt Ltd,NetBanking,SETTLED
TXN_B09_000015,OLAA-INV-851755,ORD-OLAA-INV-851755,328227,322691,INR,2026-08-10T23:24:00Z,Ola ANI Technologies,UPI,SETTLED
