payout_id,gateway_name,gateway_reference,gross_amount_minor,processing_fee_minor,refund_amount_minor,chargeback_amount_minor,net_settlement_amount_minor,currency,settlement_timestamp,batch_token
PO_B09_000001,Razorpay Nodal,MYNT-INV-448095 PO_B09_000001,427682,6492,0,0,421190,INR,2026-08-10T22:54:00Z,BATCH-MYNT-0001
PO_B09_000002,Stripe India,NYKA-ORD-638939 NYKA-ORD-105980 BATCH-NYKA-0002,439996,8799,0,0,431197,INR,2026-08-11T20:24:00Z,BATCH-NYKA-0002
PO_B09_000003,Cashfree Escrow,TATA-INV-989335 PO_B09_000003,439468,6875,0,0,432593,INR,2026-08-10T23:07:00Z,BATCH-TATA-0003
PO_B09_000004,Stripe India,BBAS-INV-998531 PO_B09_000004,260717,4406,0,0,256311,INR,2026-08-11T21:50:00Z,BATCH-BBAS-0004
PO_B09_000005,BillDesk Settlement,PAYT-INV-478495 PO_B09_000005,98833,2386,0,0,96447,INR,2026-08-11T14:32:00Z,BATCH-PAYT-0005
PO_B09_000006,Cashfree Escrow,TATA-INV-362360 PO_B09_000006,67612,1662,0,0,65950,INR,2026-08-11T08:35:00Z,BATCH-TATA-0006
PO_B09_000007,Cashfree Escrow,TATA-ORD-759973 TATA-ORD-672633 TATA-ORD-386593 BATCH-TATA-0007,523076,10461,0,0,512615,INR,2026-08-11T14:40:00Z,BATCH-TATA-0007
PO_B09_000008,Stripe India,MYNT-EXC-894364-UNRESOLVED,84377,1677,0,0,82700,INR,2026-08-11T23:08:00Z,HOLD-ESCROW
PO_B09_000009,Cashfree Escrow,SWIG-INV-216657 PO_B09_000009,433686,6761,0,0,426925,INR,2026-08-11T14:10:00Z,BATCH-SWIG-0009
PO_B09_000010,BillDesk Settlement,PHNP-INV-449396 PO_B09_000010,393037,7281,0,0,385756,INR,2026-08-11T06:20:00Z,BATCH-PHNP-0010
PO_B09_000011,Razorpay Nodal,BLNK-INV-136847 PO_B09_000011,175714,3865,0,0,171849,INR,2026-08-11T01:07:00Z,BATCH-BLNK-0011
PO_B09_000012,BillDesk Settlement,OLAA-INV-851755 PO_B09_000012,328227,5536,0,0,322691,INR,2026-08-11T08:24:00Z,BATCH-OLAA-0012
PO_B09_000013,BillDesk Settlement,BBAS-INV-778969 PO_B09_000013,418169,7874,0,0,410295,INR,2026-08-11T09:37:00Z,BATCH-BBAS-0013
PO_B09_000014,PayU Enterprise,ZOMA-INV-512813 PO_B09_000014,302346,6406,0,0,295940,INR,2026-08-11T03:11:00Z,BATCH-ZOMA-0014
PO_B09_000015,BillDesk Settlement,BLNK-INV-977531 PO_B09_000015,356577,7692,0,0,348885,INR,2026-08-11T02:23:00Z,BATCH-BLNK-0015
PO_B09_000016,Stripe India,JIOO-INV-769248 PO_B09_000016,91697,1799,0,0,89898,INR,2026-08-10T13:28:00Z,BATCH-JIOO-0016
PO_B09_000017,Cashfree Escrow,SWIG-INV-745585 PO_B09_000017,448602,9466,0,0,439136,INR,2026-08-11T13:10:00Z,BATCH-SWIG-0017
PO_B09_000018,BillDesk Settlement,PHNP-INV-157153 PO_B09_000018,25094,595,0,0,24499,INR,2026-08-11T21:50:00Z,BATCH-PHNP-0018
PO_B09_000019,Cashfree Escrow,UBER-ORD-881661 UBER-ORD-771626 BATCH-UBER-0019,240734,4814,0,0,235920,INR,2026-08-11T15:27:00Z,BATCH-UBER-0019
PO_B09_000020,BillDesk Settlement,MYNT-ORD-814489 MYNT-ORD-681717 BATCH-MYNT-0020,283867,5677,0,0,278190,INR,2026-08-11T05:18:00Z,BATCH-MYNT-0020
PO_B09_000021,Razorpay Nodal,SWIG-INV-671245 PO_B09_000021,200811,3473,0,0,197338,INR,2026-08-10T20:21:00Z,BATCH-SWIG-0021
PO_B09_000022,PayU Enterprise,MYNT-ORD-645923 MYNT-ORD-828381 BATCH-MYNT-0022,311077,6221,0,0,304856,INR,2026-08-11T02:44:00Z,BATCH-MYNT-0022
PO_B09_000023,PayU Enterprise,AMZN-ORD-924325 AMZN-ORD-247161 AMZN-ORD-456257 BATCH-AMZN-0023,456468,9129,0,0,447339,INR,2026-08-11T06:47:00Z,BATCH-AMZN-0023
PO_B09_000024,Razorpay Nodal,PAYT-INV-626629 PO_B09_000024,261212,6166,0,0,255046,INR,2026-08-11T11:18:00Z,BATCH-PAYT-0024
PO_B09_000025,PayU Enterprise,NYKA-INV-453732 PO_B09_000025,204953,4324,0,0,200629,INR,2026-08-11T18:54:00Z,BATCH-NYKA-0025
PO_B09_000026,Cashfree Escrow,NYKA-EXC-214150-UNRESOLVED,261806,5226,0,0,256580,INR,2026-08-11T17:12:00Z,HOLD-ESCROW
PO_B09_000027,BillDesk Settlement,ZOMA-INV-456960 PO_B09_000027,170804,4190,0,0,166614,INR,2026-08-11T07:43:00Z,BATCH-ZOMA-0027
PO_B09_000028,BillDesk Settlement,SWIG-INV-294638 PO_B09_000028,270516,4894,0,0,265622,INR,2026-08-11T02:53:00Z,BATCH-SWIG-0028
PO_B09_000029,PayU Enterprise,PAYT-INV-211628 PO_B09_000029,173700,2834,0,0,170866,INR,2026-08-12T00:37:00Z,BATCH-PAYT-0029
PO_B09_000030,Cashfree Escrow,UBER-ORD-985278 UBER-ORD-260451 BATCH-UBER-0030,254763,5095,0,0,249668,INR,2026-08-11T08:18:00Z,BATCH-UBER-0030
PO_B09_000031,Razorpay Nodal,MMTR-ORD-918567 MMTR-ORD-990212 BATCH-MMTR-0031,312492,6249,0,0,306243,INR,2026-08-11T06:32:00Z,BATCH-MMTR-0031
PO_B09_000032,Razorpay Nodal,BBAS-INV-444329 PO_B09_000032,333780,6651,0,0,327129,INR,2026-08-11T03:29:00Z,BATCH-BBAS-0032
PO_B09_000033,BillDesk Settlement,OLAA-ORD-485434 OLAA-ORD-675656 OLAA-ORD-553218 BATCH-OLAA-0033,648136,12962,0,0,635174,INR,2026-08-11T09:14:00Z,BATCH-OLAA-0033
PO_B09_000034,PayU Enterprise,AMZN-INV-229531 PO_B09_000034,203102,3371,0,0,199731,INR,2026-08-11T13:22:00Z,BATCH-AMZN-0034
PO_B09_000035,Stripe India,NYKA-INV-951030 PO_B09_000035,431483,8264,0,0,423219,INR,2026-08-11T11:53:00Z,BATCH-NYKA-0035
PO_B09_000036,Stripe India,MMTR-INV-199326 PO_B09_000036,111517,2718,0,0,108799,INR,2026-08-11T08:41:00Z,BATCH-MMTR-0036
PO_B09_000037,Razorpay Nodal,AMZN-INV-242005 PO_B09_000037,50770,846,0,0,49924,INR,2026-08-10T22:07:00Z,BATCH-AMZN-0037
PO_B09_000038,Stripe India,TATA-INV-632784 PO_B09_000038,383130,6556,0,0,376574,INR,2026-08-11T01:54:00Z,BATCH-TATA-0038
PO_B09_000039,Razorpay Nodal,OLAA-INV-927550 PO_B09_000039,446974,9931,0,0,437043,INR,2026-08-11T07:00:00Z,BATCH-OLAA-0039
PO_B09_000040,Razorpay Nodal,AMZN-INV-690282 PO_B09_000040,364229,5662,0,0,358567,INR,2026-08-11T18:58:00Z,BATCH-AMZN-0040
PO_B09_000041,Stripe India,MYNT-INV-434416 PO_B09_000041,81056,1540,0,0,79516,INR,2026-08-11T13:50:00Z,BATCH-MYNT-0041
PO_B09_000042,Razorpay Nodal,PAYT-INV-369145 PO_B09_000042,182777,3213,0,0,179564,INR,2026-08-11T10:56:00Z,BATCH-PAYT-0042
PO_B09_000043,Cashfree Escrow,MYNT-ORD-114061 MYNT-ORD-523354 BATCH-MYNT-0043,474657,9493,0,0,465164,INR,2026-08-10T21:47:00Z,BATCH-MYNT-0043
PO_B09_000044,Cashfree Escrow,PHNP-INV-851574 PO_B09_000044,92176,2159,0,0,90017,INR,2026-08-11T10:35:00Z,BATCH-PHNP-0044
PO_B09_000045,BillDesk Settlement,JIOO-ORD-930389 JIOO-ORD-526658 JIOO-ORD-102264 BATCH-JIOO-0045,194568,3891,0,0,190677,INR,2026-08-11T14:21:00Z,BATCH-JIOO-0045
PO_B09_000046,Stripe India,NYKA-INV-207300 PO_B09_000046,345280,7981,0,0,337299,INR,2026-08-10T23:50:00Z,BATCH-NYKA-0046
PO_B09_000047,PayU Enterprise,MMTR-INV-327436 PO_B09_000047,144138,3462,0,0,140676,INR,2026-08-11T00:19:00Z,BATCH-MMTR-0047
PO_B09_000048,BillDesk Settlement,AMZN-INV-846183 PO_B09_000048,304755,6999,0,0,297756,INR,2026-08-11T19:14:00Z,BATCH-AMZN-0048
PO_B09_000049,Cashfree Escrow,AMZN-INV-579154 PO_B09_000049,132855,2388,0,0,130467,INR,2026-08-11T00:15:00Z,BATCH-AMZN-0049
PO_B09_000050,BillDesk Settlement,MYNT-ORD-110084 MYNT-ORD-104781 BATCH-MYNT-0050,205918,4118,0,0,201800,INR,2026-08-11T16:33:00Z,BATCH-MYNT-0050
PO_B09_000051,BillDesk Settlement,PHNP-ORD-561873 PHNP-ORD-597735 BATCH-PHNP-0051,246777,4935,0,0,241842,INR,2026-08-11T13:30:00Z,BATCH-PHNP-0051
PO_B09_000052,Stripe India,BLNK-INV-250119 PO_B09_000052,232392,5080,0,0,227312,INR,2026-08-10T16:07:00Z,BATCH-BLNK-0052
PO_B09_000053,PayU Enterprise,OLAA-ORD-898126 OLAA-ORD-704353 BATCH-OLAA-0053,302989,6059,0,0,296930,INR,2026-08-11T11:42:00Z,BATCH-OLAA-0053
PO_B09_000054,Razorpay Nodal,BKMS-ORD-158765 BKMS-ORD-151622 BATCH-BKMS-0054,132402,2648,0,0,129754,INR,2026-08-11T08:30:00Z,BATCH-BKMS-0054
PO_B09_000055,Stripe India,BKMS-INV-944252 PO_B09_000055,441172,7926,0,0,433246,INR,2026-08-11T13:22:00Z,BATCH-BKMS-0055
PO_B09_000056,BillDesk Settlement,AMZN-ORD-845523 AMZN-ORD-182406 AMZN-ORD-359327 BATCH-AMZN-0056,383307,7666,0,0,375641,INR,2026-08-10T22:13:00Z,BATCH-AMZN-0056
PO_B09_000057,Cashfree Escrow,BBAS-INV-205363 PO_B09_000057,28011,685,0,0,27326,INR,2026-08-11T05:59:00Z,BATCH-BBAS-0057
PO_B09_000058,BillDesk Settlement,BLNK-INV-921848 PO_B09_000058,133223,3128,0,0,130095,INR,2026-08-11T15:21:00Z,BATCH-BLNK-0058
PO_B09_000059,Cashfree Escrow,OLAA-INV-624683 PO_B09_000059,364466,8005,0,0,356461,INR,2026-08-10T22:57:00Z,BATCH-OLAA-0059
PO_B09_000060,PayU Enterprise,TATA-INV-871839 PO_B09_000060,186328,3397,0,0,182931,INR,2026-08-11T09:31:00Z,BATCH-TATA-0060
PO_B09_000061,Stripe India,FLPK-INV-761573 PO_B09_000061,276023,4670,0,0,271353,INR,2026-08-11T01:43:00Z,BATCH-FLPK-0061
PO_B09_000062,Stripe India,BBAS-INV-682432 PO_B09_000062,444363,7245,0,0,437118,INR,2026-08-11T17:26:00Z,BATCH-BBAS-0062
PO_B09_000063,PayU Enterprise,PAYT-INV-485658 PO_B09_000063,248871,4362,0,0,244509,INR,2026-08-11T18:44:00Z,BATCH-PAYT-0063
PO_B09_000064,Stripe India,OLAA-INV-340627 PO_B09_000064,381843,6653,0,0,375190,INR,2026-08-11T07:43:00Z,BATCH-OLAA-0064
PO_B09_000065,Razorpay Nodal,BLNK-ORD-660487 BLNK-ORD-701114 BLNK-ORD-272532 BATCH-BLNK-0065,522693,10453,0,0,512240,INR,2026-08-11T14:53:00Z,BATCH-BLNK-0065
PO_B09_000066,BillDesk Settlement,PAYT-INV-427003 PO_B09_000066,113994,2612,0,0,111382,INR,2026-08-11T19:50:00Z,BATCH-PAYT-0066
PO_B09_000067,Razorpay Nodal,PAYT-INV-506022 PO_B09_000067,406834,6727,0,0,400107,INR,2026-08-11T03:59:00Z,BATCH-PAYT-0067
PO_B09_000068,Stripe India,OLAA-INV-231627 PO_B09_000068,448030,9977,0,0,438053,INR,2026-08-11T07:31:00Z,BATCH-OLAA-0068
PO_B09_000069,PayU Enterprise,AMZN-INV-541116 PO_B09_000069,121117,2399,0,0,118718,INR,2026-08-10T16:40:00Z,BATCH-AMZN-0069
PO_B09_000070,PayU Enterprise,FLPK-INV-243669 PO_B09_000070,400733,8211,0,0,392522,INR,2026-08-11T05:48:00Z,BATCH-FLPK-0070
PO_B09_000071,Stripe India,BBAS-INV-662206 PO_B09_000071,231507,5031,0,0,226476,INR,2026-08-11T04:39:00Z,BATCH-BBAS-0071
PO_B09_000072,PayU Enterprise,BBAS-ORD-254688 BBAS-ORD-176742 BBAS-ORD-960275 BATCH-BBAS-0072,422986,8459,0,0,414527,INR,2026-08-11T16:47:00Z,BATCH-BBAS-0072
PO_B09_000073,PayU Enterprise,FLPK-INV-111060 PO_B09_000073,65135,1236,0,0,63899,INR,2026-08-11T18:34:00Z,BATCH-FLPK-0073
PO_B09_000074,Stripe India,UBER-INV-340963 PO_B09_000074,184147,3267,0,0,180880,INR,2026-08-11T13:49:00Z,BATCH-UBER-0074
PO_B09_000075,BillDesk Settlement,AMZN-ORD-611708 AMZN-ORD-508964 BATCH-AMZN-0075,447691,8953,0,0,438738,INR,2026-08-11T04:43:00Z,BATCH-AMZN-0075
