transaction_id,customer_reference,order_id,gross_amount_minor,net_amount_minor,currency,created_at,counterparty_name,payment_method,status
TXN_B11_000001,TATA-ORD-976132,ORD-TATA-ORD-976132,135088,132387,INR,2026-08-12T16:31:00Z,Tata Digital Private Limited,UPI,SETTLED
TXN_B11_000002,TATA-ORD-869503,ORD-TATA-ORD-869503,190400,186592,INR,2026-08-12T16:46:00Z,Tata Digital Private Limited,UPI,SETTLED
TXN_B11_000003,MYNT-ORD-517121,ORD-MYNT-ORD-517121,161298,158073,INR,2026-08-12T17:15:00Z,Myntra Designs Pvt Ltd,DebitCard,SETTLED
TXN_B11_000004,MYNT-ORD-861742,ORD-MYNT-ORD-861742,114209,111925,INR,2026-08-12T17:30:00Z,Myntra Designs Pvt Ltd,DebitCard,SETTLED
TXN_B11_000005,BLNK-INV-646910,ORD-BLNK-INV-646910,448414,437323,INR,2026-08-13T06:50:00Z,Blinkit Commerce Pvt Ltd,DebitCard,SETTLED
TXN_B11_000006,ZOMA-ORD-141182,ORD-ZOMA-ORD-141182,178255,174690,INR,2026-08-12T21:37:00Z,Zomato Limited,DebitCard,SETTLED
TXN_B11_000007,ZOMA-ORD-429995,ORD-ZOMA-ORD-429995,156464,153335,INR,2026-08-12T21:52:00Z,Zomato Limited,DebitCard,SETTLED
TXN_B11_000008,ZOMA-ORD-558139,ORD-ZOMA-ORD-558139,118861,116484,INR,2026-08-12T22:07:00Z,Zomato Limited,DebitCard,SETTLED
TXN_B11_000009,BLNK-INV-305357,ORD-BLNK-INV-305357,343915,338681,INR,2026-08-13T01:13:00Z,Blinkit Commerce Pvt Ltd,UPI,SETTLED
TXN_B11_000010,OLAA-INV-478148,ORD-OLAA-INV-478148,374453,367993,INR,2026-08-13T00:45:00Z,Ola ANI Technologies,NEFT,SETTLED
TXN_B11_000011,NYKA-INV-946359,ORD-NYKA-INV-946359,355721,346958,INR,2026-08-12T12:39:00Z,Nykaa E-Retail Pvt Ltd,NetBanking,SETTLED
TXN_B11_000012,ZOMA-ORD-350515,ORD-ZOMA-ORD-350515,237876,233119,INR,2026-08-13T03:11:00Z,Zomato Limited,RTGS,SETTLED
TXN_B11_000013,ZOMA-ORD-520096,ORD-ZOMA-ORD-520096,238621,233849,INR,2026-08-13T03:26:00Z,Zomato Limited,RTGS,SETTLED
TXN_B11_000014,ZOMA-ORD-715380,ORD-ZOMA-ORD-715380,227091,222550,INR,2026-08-13T03:41:00Z,Zomato Limited,RTGS,SETTLED
