transaction_id,customer_reference,order_id,gross_amount_minor,net_amount_minor,currency,created_at,counterparty_name,payment_method,status
TXN_B13_000001,FLPK-INV-595781,ORD-FLPK-INV-595781,116888,114584,INR,2026-08-14T16:49:00Z,Flipkart Internet Pvt Ltd,DebitCard,SETTLED
TXN_B13_000002,BLNK-INV-310033,ORD-BLNK-INV-310033,307614,302565,INR,2026-08-15T02:00:00Z,Blinkit Commerce Pvt Ltd,RTGS,SETTLED
TXN_B13_000003,BKMS-INV-169289,ORD-BKMS-INV-169289,25926,25332,INR,2026-08-14T19:19:00Z,BookMyShow Bigtree Entertainment,DebitCard,SETTLED
TXN_B13_000004,TATA-ORD-906647,ORD-TATA-ORD-906647,80510,78900,INR,2026-08-14T11:00:00Z,Tata Digital Private Limited,NetBanking,SETTLED
TXN_B13_000005,TATA-ORD-314898,ORD-TATA-ORD-314898,121796,119361,INR,2026-08-14T11:15:00Z,Tata Digital Private Limited,NetBanking,SETTLED
TXN_B13_000006,TATA-ORD-122896,ORD-TATA-ORD-122896,209251,205066,INR,2026-08-14T11:30:00Z,Tata Digital Private Limited,NetBanking,SETTLED
TXN_B13_000007,BLNK-INV-836100,ORD-BLNK-INV-836100,28643,27946,INR,2026-08-14T21:33:00Z,Blinkit Commerce Pvt Ltd,DebitCard,SETTLED
TXN_B13_000008,ZOMA-ORD-530992,ORD-ZOMA-ORD-530992,133105,130443,INR,2026-08-14T20:11:00Z,Zomato Limited,NEFT,SETTLED
TXN_B13_000009,ZOMA-ORD-860869,ORD-ZOMA-ORD-860869,121855,119418,INR,2026-08-14T20:26:00Z,Zomato Limited,NEFT,SETTLED
TXN_B13_000010,UBER-INV-610392,ORD-UBER-INV-610392,381364,372898,INR,2026-08-14T14:26:00Z,Uber India Systems Pvt Ltd,RTGS,SETTLED
TXN_B13_000011,AMZN-ORD-942999,ORD-AMZN-ORD-942999,89853,88056,INR,2026-08-14T22:29:00Z,Amazon Seller Services India,UPI,SETTLED
TXN_B13_000012,AMZN-ORD-640979,ORD-AMZN-ORD-640979,33885,33208,INR,2026-08-14T22:44:00Z,Amazon Seller Services India,UPI,SETTLED
TXN_B13_000013,ZOMA-ORD-834831,ORD-ZOMA-ORD-834831,126591,124060,INR,2026-08-14T20:04:00Z,Zomato Limited,UPI,SETTLED
TXN_B13_000014,ZOMA-ORD-322995,ORD-ZOMA-ORD-322995,235515,230805,INR,2026-08-14T20:19:00Z,Zomato Limited,UPI,SETTLED
TXN_B13_000015,BLNK-INV-710346,ORD-BLNK-INV-710346,325392,318196,INR,2026-08-15T05:23:00Z,Blinkit Commerce Pvt Ltd,DebitCard,SETTLED
TXN_B13_000016,BBAS-INV-663793,ORD-BBAS-INV-663793,379626,372674,INR,2026-08-15T04:46:00Z,BigBasket Supermarket Grocery,CreditCard,SETTLED
TXN_B13_000017,BKMS-ORD-642444,ORD-BKMS-ORD-642444,176298,172773,INR,2026-08-14T15:25:00Z,BookMyShow Bigtree Entertainment,NEFT,SETTLED
TXN_B13_000018,BKMS-ORD-699052,ORD-BKMS-ORD-699052,117303,114957,INR,2026-08-14T15:40:00Z,BookMyShow Bigtree Entertainment,NEFT,SETTLED
TXN_B13_000019,BBAS-ORD-851137,ORD-BBAS-ORD-851137,226748,222214,INR,2026-08-14T22:12:00Z,BigBasket Supermarket Grocery,NEFT,SETTLED
TXN_B13_000020,BBAS-ORD-425173,ORD-BBAS-ORD-425173,37336,36590,INR,2026-08-14T22:27:00Z,BigBasket Supermarket Grocery,NEFT,SETTLED
TXN_B13_000021,BBAS-ORD-714745,ORD-BBAS-ORD-714745,20853,20436,INR,2026-08-14T22:42:00Z,BigBasket Supermarket Grocery,NEFT,SETTLED
TXN_B13_000022,MYNT-INV-218395,ORD-MYNT-INV-218395,112209,110236,INR,2026-08-14T22:28:00Z,Myntra Designs Pvt Ltd,UPI,SETTLED
TXN_B13_000023,NYKA-ORD-834672,ORD-NYKA-ORD-834672,57953,56794,INR,2026-08-14T09:55:00Z,Nykaa E-Retail Pvt Ltd,UPI,SETTLED
TXN_B13_000024,NYKA-ORD-640605,ORD-NYKA-ORD-640605,66264,64939,INR,2026-08-14T10:10:00Z,Nykaa E-Retail Pvt Ltd,UPI,SETTLED
TXN_B13_000025,TATA-INV-308226,ORD-TATA-INV-308226,343825,335605,INR,2026-08-14T23:10:00Z,Tata Digital Private Limited,RTGS,SETTLED
TXN_B13_000026,FLPK-INV-851730,ORD-FLPK-INV-851730,390287,380649,INR,2026-08-14T17:27:00Z,Flipkart Internet Pvt Ltd,NEFT,SETTLED
TXN_B13_000027,SWIG-INV-650188,ORD-SWIG-INV-650188,194979,191464,INR,2026-08-14T19:09:00Z,Swiggy Bundl Technologies,NEFT,SETTLED
TXN_B13_000028,BLNK-INV-827286,ORD-BLNK-INV-827286,147870,144666,INR,2026-08-14T18:16:00Z,Blinkit Commerce Pvt Ltd,NetBanking,SETTLED
TXN_B13_000029,NYKA-INV-457104,ORD-NYKA-INV-457104,189030,186073,INR,2026-08-15T04:50:00Z,Nykaa E-Retail Pvt Ltd,CreditCard,SETTLED
TXN_B13_000030,SWIG-INV-770267,ORD-SWIG-INV-770267,413422,404250,INR,2026-08-15T07:20:00Z,Swiggy Bundl Technologies,NetBanking,SETTLED
TXN_B13_000031,ZOMA-INV-239686,ORD-ZOMA-INV-239686,293565,286538,INR,2026-08-14T19:55:00Z,Zomato Limited,UPI,SETTLED
TXN_B13_000032,PAYT-INV-530857,ORD-PAYT-INV-530857,273013,268563,INR,2026-08-15T01:27:00Z,Paytm One97 Communications,CreditCard,SETTLED
TXN_B13_000033,JIOO-INV-849431,ORD-JIOO-INV-849431,84241,82703,INR,2026-08-14T13:42:00Z,Reliance Retail / Jio Platforms,RTGS,SETTLED
TXN_B13_000034,JIOO-ORD-787834,ORD-JIOO-ORD-787834,231536,226906,INR,2026-08-15T02:39:00Z,Reliance Retail / Jio Platforms,NetBanking,SETTLED
